Date,Key,GroceryAndPharmacy,TransitStations,Parks,Workplaces,RetailAndRecreation,Residential
2020-03-31,PA,-53,-76,-69,-73,-80,39
2020-03-31,PE,-57,-83,-72,-74,-81,38
2020-03-31,PG,-11,-48,-14,-18,-23,12
2020-03-31,PH,-57,-83,-49,-74,-79,35
2020-03-31,PK,-53,-60,-39,-62,-68,23
2020-03-31,PL,-26,-63,-46,-44,-55,21
2020-03-31,PR,-45,-76,-66,-62,-72,29
2020-03-31,PT,-36,-75,-68,-64,-72,33
2020-03-31,PY,-31,-63,-52,-45,-53,22
2020-03-31,QA,-24,-51,-39,-32,-52,21
2020-03-31,RO,-44,-68,-54,-54,-69,22
2020-03-31,RW,-57,-73,-6,-61,-58,29
2020-03-31,SA,-26,-74,-52,-46,-55,22
2020-03-31,SE,-7,-37,27,-29,-22,11
2020-03-31,SG,0,-29,-11,-19,-20,15
2020-03-31,SI,-49,-64,-42,-57,-77,27
2020-03-31,SK,-25,-60,-21,-48,-62,19
2020-03-31,SN,-27,-49,-23,-35,-41,17
2020-03-31,SV,-43,-64,-61,-64,-69,31
2020-03-31,TG,-20,-35,-11,-22,-28,16
2020-03-31,TH,-14,-53,-42,-28,-42,15
2020-03-31,TJ,-7,-20,-16,9,-13,-2
2020-03-31,TR,-27,-61,-46,-49,-61,21
2020-03-31,TT,-33,-72,-62,-64,-65,29
2020-03-31,TW,1,-16,-7,9,-11,2
2020-03-31,TZ,-1,-7,-8,-15,-12,5
2020-03-31,UG,-53,-68,-18,-63,-67,31
2020-03-31,US,-15,-49,-15,-49,-40,20
2020-03-31,US_AK,-14,-45,14,-44,-37,18
2020-03-31,US_AL,-9,-25,-19,-40,-34,17
2020-03-31,US_AR,-5,-21,40,-35,-25,13
2020-03-31,US_AZ,-10,-36,-17,-45,-33,16
2020-03-31,US_CA,-17,-52,-23,-53,-40,22
2020-03-31,US_CO,-17,-52,22,-53,-40,20
2020-03-31,US_CT,-17,-51,10,-51,-42,22
2020-03-31,US_DE,-22,-49,-15,-47,-39,20
2020-03-31,US_FL,-19,-52,-45,-45,-41,19
2020-03-31,US_GA,-10,-46,-33,-47,-36,20
2020-03-31,US_HI,-31,-65,-67,-49,-48,23
2020-03-31,US_IA,-2,-16,99,-40,-36,16
2020-03-31,US_ID,-12,-28,0,-45,-37,18
2020-03-31,US_IL,-14,-53,-26,-52,-44,22
2020-03-31,US_IN,-16,-25,2,-47,-40,19
2020-03-31,US_KS,-11,-20,84,-44,-35,17
2020-03-31,US_KY,-10,-28,-8,-45,-36,17
2020-03-31,US_LA,-8,-42,-23,-45,-36,18
2020-03-31,US_MA,-20,-69,10,-59,-46,25
2020-03-31,US_MD,-29,-59,-25,-56,-48,25
2020-03-31,US_ME,-10,-41,18,-44,-38,17
2020-03-31,US_MI,-21,-51,-1,-61,-53,25
2020-03-31,US_MN,-17,-53,76,-50,-42,22
2020-03-31,US_MO,-5,-29,48,-45,-33,16
2020-03-31,US_MS,-1,-20,-3,-36,-24,15
2020-03-31,US_MT,-18,-35,-8,-43,-45,17
2020-03-31,US_NC,-16,-46,-17,-44,-40,19
2020-03-31,US_ND,-10,-25,1,-34,-40,17
2020-03-31,US_NE,-6,-13,99,-37,-29,15
2020-03-31,US_NH,-13,-41,28,-47,-39,20
2020-03-31,US_NJ,-24,-67,-17,-60,-49,27
2020-03-31,US_NM,-8,-22,6,-45,-34,17
2020-03-31,US_NV,-11,-51,-28,-52,-37,19
2020-03-31,US_NY,-23,-69,-33,-61,-55,26
2020-03-31,US_OH,-15,-28,9,-49,-41,20
2020-03-31,US_OK,-4,-19,32,-41,-28,15
2020-03-31,US_OR,-14,-44,3,-49,-41,18
2020-03-31,US_PA,-22,-53,-24,-53,-45,22
2020-03-31,US_RI,-18,-57,58,-49,-41,21
2020-03-31,US_SC,-6,-27,-30,-39,-32,16
2020-03-31,US_SD,-1,-17,58,-33,-32,15
2020-03-31,US_TN,-10,-31,-26,-42,-35,18
2020-03-31,US_TX,-13,-39,-12,-47,-35,20
2020-03-31,US_UT,-8,-41,56,-47,-34,18
2020-03-31,US_VA,-16,-51,-14,-48,-40,21
2020-03-31,US_VT,-27,-45,33,-55,-47,21
2020-03-31,US_WA,-17,-58,1,-58,-42,23
2020-03-31,US_WI,-20,-34,26,-45,-46,20
2020-03-31,US_WV,-15,-27,-14,-42,-36,15
2020-03-31,US_WY,-5,-9,6,-36,-31,14
2020-03-31,UY,-35,-59,-72,-41,-62,20
2020-03-31,VE,-39,-64,-53,-57,-62,22
2020-03-31,VN,-21,-48,-32,-12,-53,14
2020-03-31,YE,-1,-14,-8,-6,-9,4
2020-03-31,ZA,-46,-78,-40,-74,-71,35
2020-03-31,ZM,1,-14,-4,-15,-9,9
2020-03-31,ZW,-60,-82,-51,-72,-70,44
2020-04-01,AE,-25,-70,-53,-46,-56,26
2020-04-01,AF,-25,-38,-9,-37,-44,11
2020-04-01,AG,7,-52,-24,-56,-31,16
2020-04-01,AO,-36,-61,-39,-55,-55,28
2020-04-01,AR,-46,-75,-80,-64,-79,27
2020-04-01,AT,-30,-67,-34,-59,-77,24
2020-04-01,AU,-13,-61,-37,-37,-40,19
2020-04-01,AW,-36,-71,-61,-69,-70,34
2020-04-01,BA,-39,-62,-28,-52,-69,20
2020-04-01,BB,-34,-72,-53,-67,-64,28
2020-04-01,BD,-44,-65,-26,-59,-67,23
2020-04-01,BE,-31,-70,-20,-65,-76,26
2020-04-01,BF,-22,-42,-12,-23,-29,21
2020-04-01,BG,-34,-63,-55,-47,-63,21
2020-04-01,BH,-18,-34,-40,-26,-44,16
2020-04-01,BJ,-9,-20,0,-14,-18,9
2020-04-01,BO,-70,-83,-78,-78,-85,38
2020-04-01,BR,-18,-57,-48,-45,-58,20
2020-04-01,BS,-37,-81,-50,-62,-65,32
2020-04-01,BW,7,-22,-3,-25,0,9
2020-04-01,BY,-2,-20,-14,-17,-23,7
2020-04-01,BZ,-23,-62,-39,-53,-47,19
2020-04-01,CA,-21,-68,-11,-61,-52,24
2020-04-01,CH,-5,-52,7,-48,-84,22
2020-04-01,CI,-16,-33,-19,-24,-29,17
2020-04-01,CL,-32,-60,-59,-51,-62,26
2020-04-01,CM,-16,-22,-19,-18,-24,11
2020-04-01,CO,-53,-78,-69,-73,-78,33
2020-04-01,CR,-27,-56,-54,-41,-49,20
2020-04-01,CV,-46,-83,-44,-60,-58,28
2020-04-01,CZ,-16,-55,0,-44,-61,20
2020-04-01,DE,-13,-53,19,-43,-52,17
2020-04-01,DK,-12,-58,13,-54,-32,19
2020-04-01,DO,-55,-83,-64,-73,-75,33
2020-04-01,EC,-63,-81,-77,-82,-81,37
2020-04-01,EE,-24,-49,3,-51,-52,20
2020-04-01,EG,-26,-54,-43,-36,-52,15
2020-04-01,ES,-53,-84,-81,-75,-92,33
2020-04-01,FI,-13,-56,36,-49,-45,17
2020-04-01,FJ,-21,-44,-15,-23,-32,16
2020-04-01,FR,-39,-81,-62,-72,-90,31
2020-04-01,GA,-27,-48,-13,-30,-37,18
2020-04-01,GB,-32,-73,-28,-69,-75,28
2020-04-01,GE,-39,-60,-30,-62,-69,22
2020-04-01,GH,-45,-59,-32,-51,-54,28
2020-04-01,GR,-23,-72,-54,-57,-73,24
2020-04-01,GT,-30,-66,-42,-49,-54,26
2020-04-01,HK,-5,-34,-24,-19,-29,16
2020-04-01,HN,-44,-66,-49,-67,-74,27
2020-04-01,HR,-41,-76,-33,-60,-72,24
2020-04-01,HT,-27,-49,-17,-33,-30,12
2020-04-01,HU,-26,-54,-15,-48,-54,21
2020-04-01,ID,-10,-49,-28,-35,-31,15
2020-04-01,IE,-26,-75,-32,-70,-74,31
2020-04-01,IL,-15,-60,-61,-60,-80,31
2020-04-01,IN,-64,-73,-52,-68,-76,29
2020-04-01,IQ,-38,-60,-45,-55,-63,19
2020-04-01,IT,-41,-79,-77,-70,-90,33
2020-04-01,JM,-31,-46,-51,-41,-45,22
2020-04-01,JO,-45,-88,-59,-71,-70,27
2020-04-01,JP,-4,-25,-25,-10,-19,7
2020-04-01,KE,-27,-35,-25,-39,-37,22
2020-04-01,KG,-64,-71,-37,-69,-76,25
2020-04-01,KH,-24,-53,-26,-27,-37,12
2020-04-01,KR,0,-15,44,-7,-18,7
2020-04-01,KW,-35,-53,-52,-46,-60,25
2020-04-01,KZ,-36,-44,-25,-53,-54,18
2020-04-01,LA,-36,-58,-13,-45,-53,16
2020-04-01,LB,-34,-77,-50,-59,-63,19
2020-04-01,LK,-69,-66,-42,-71,-78,39
2020-04-01,LT,-31,-62,-19,-54,-66,23
2020-04-01,LU,-36,-72,-42,-76,-81,35
2020-04-01,LV,-23,-48,-9,-43,-40,17
2020-04-01,LY,-29,-54,-31,-39,-51,19
2020-04-01,MD,-39,-62,-41,-58,-59,20
2020-04-01,MK,-31,-66,-47,-55,-67,22
2020-04-01,ML,-12,-31,-4,-11,-19,11
2020-04-01,MM,-23,-35,-12,-29,-44,13
2020-04-01,MN,6,-10,0,-6,-12,4
2020-04-01,MT,-23,-50,-41,-55,-63,25
2020-04-01,MU,-79,-90,-80,-86,-88,37
2020-04-01,MX,-13,-51,-39,-44,-38,18
2020-04-01,MY,-48,-79,-57,-65,-77,37
2020-04-01,MZ,-16,-27,-24,-13,-26,11
2020-04-01,NA,-25,-70,-36,-55,-46,24
2020-04-01,NE,-17,-32,-22,-26,-26,14
2020-04-01,NG,-44,-55,-46,-56,-56,29
2020-04-01,NI,-16,-26,-18,-16,-29,9
2020-04-01,NL,-16,-65,14,-50,-44,18
2020-04-01,NO,-5,-54,16,-50,-36,19
2020-04-01,NP,-68,-72,-52,-73,-77,25
2020-04-01,NZ,-38,-85,-66,-74,-87,34
2020-04-01,OM,-40,-70,-47,-42,-58,20
2020-04-01,PA,-67,-79,-73,-75,-85,42
2020-04-01,PE,-57,-84,-72,-75,-81,39
2020-04-01,PG,-17,-48,-15,-15,-24,13
2020-04-01,PH,-58,-84,-49,-74,-79,35
2020-04-01,PK,-52,-58,-37,-60,-68,22
2020-04-01,PL,-37,-64,-50,-46,-58,21
2020-04-01,PR,-47,-77,-67,-62,-73,30
2020-04-01,PT,-39,-76,-66,-64,-73,33
2020-04-01,PY,-39,-68,-56,-49,-59,27
2020-04-01,QA,-23,-52,-44,-33,-52,22
2020-04-01,RO,-42,-66,-50,-54,-68,21
2020-04-01,RW,-56,-71,-8,-60,-60,27
2020-04-01,SA,-26,-75,-53,-46,-56,23
2020-04-01,SE,-5,-38,24,-29,-23,11
2020-04-01,SG,-8,-32,-16,-22,-23,18
2020-04-01,SI,-51,-62,-34,-57,-77,26
2020-04-01,SK,-24,-60,-11,-48,-62,20
2020-04-01,SN,-28,-48,-25,-35,-43,18
2020-04-01,SV,-43,-63,-61,-65,-70,32
2020-04-01,TG,-25,-37,-15,-26,-33,18
2020-04-01,TH,-16,-55,-42,-30,-43,16
2020-04-01,TJ,-10,-21,-19,10,-15,0
2020-04-01,TR,-25,-62,-47,-49,-61,22
2020-04-01,TT,-31,-72,-60,-65,-63,29
2020-04-01,TW,3,-8,-8,2,-9,2
2020-04-01,TZ,-1,-8,-7,-15,-13,5
2020-04-01,UG,-57,-70,-19,-65,-70,33
2020-04-01,US,-11,-48,-7,-49,-38,20
2020-04-01,US_AK,-9,-44,3,-44,-36,18
2020-04-01,US_AL,5,-20,18,-39,-25,14
2020-04-01,US_AR,2,-18,74,-35,-19,11
2020-04-01,US_AZ,-15,-38,-20,-47,-38,17
2020-04-01,US_CA,-14,-52,-25,-52,-39,22
2020-04-01,US_CO,-17,-55,11,-54,-41,21
2020-04-01,US_CT,-12,-50,25,-51,-40,22
2020-04-01,US_DE,-17,-44,13,-47,-36,19
2020-04-01,US_FL,-11,-53,-41,-45,-37,18
2020-04-01,US_GA,2,-44,-6,-47,-30,18
2020-04-01,US_HI,-30,-66,-60,-49,-48,23
2020-04-01,US_IA,3,-14,90,-39,-34,15
2020-04-01,US_ID,-8,-29,14,-45,-35,17
2020-04-01,US_IL,-7,-50,5,-52,-41,21
2020-04-01,US_IN,-12,-24,29,-48,-37,19
2020-04-01,US_KS,-5,-19,80,-44,-34,16
2020-04-01,US_KY,-1,-27,15,-46,-32,17
2020-04-01,US_LA,-3,-39,-7,-45,-32,17
2020-04-01,US_MA,-16,-70,-5,-59,-47,25
2020-04-01,US_MD,-22,-56,-12,-56,-43,25
2020-04-01,US_ME,-2,-46,-7,-44,-35,17
2020-04-01,US_MI,-17,-49,28,-61,-50,25
2020-04-01,US_MN,-15,-54,47,-50,-42,22
2020-04-01,US_MO,0,-25,38,-44,-28,14
2020-04-01,US_MS,11,-17,17,-37,-15,13
2020-04-01,US_MT,-18,-37,-21,-44,-46,18
2020-04-01,US_NC,-13,-45,-12,-45,-38,18
2020-04-01,US_ND,-9,-31,-25,-36,-42,18
2020-04-01,US_NE,1,-14,89,-38,-28,15
2020-04-01,US_NH,-12,-42,6,-48,-39,21
2020-04-01,US_NJ,-20,-66,12,-60,-47,27
2020-04-01,US_NM,-5,-25,-3,-46,-33,18
2020-04-01,US_NV,-8,-50,-29,-53,-37,20
2020-04-01,US_NY,-18,-67,-14,-61,-52,26
2020-04-01,US_OH,-9,-27,31,-49,-37,20
2020-04-01,US_OK,6,-14,34,-40,-23,14
2020-04-01,US_OR,-11,-42,1,-49,-40,18
2020-04-01,US_PA,-16,-50,0,-53,-43,21
2020-04-01,US_RI,-12,-59,10,-49,-41,21
2020-04-01,US_SC,-3,-26,-25,-40,-30,15
2020-04-01,US_SD,2,-21,44,-34,-33,15
2020-04-01,US_TN,-1,-28,7,-42,-31,16
2020-04-01,US_TX,-9,-39,-7,-47,-34,20
2020-04-01,US_UT,-7,-41,37,-49,-34,19
2020-04-01,US_VA,-12,-50,-9,-49,-38,21
2020-04-01,US_VT,-23,-46,7,-55,-47,22
2020-04-01,US_WA,-13,-56,16,-58,-40,22
2020-04-01,US_WI,-15,-30,75,-45,-43,19
2020-04-01,US_WV,-10,-26,-13,-43,-34,15
2020-04-01,US_WY,-7,-13,-11,-38,-34,15
2020-04-01,UY,-33,-59,-72,-43,-62,21
2020-04-01,VE,-40,-64,-53,-57,-63,23
2020-04-01,VN,-39,-60,-41,-26,-62,17
2020-04-01,YE,-4,-16,-10,-7,-11,4
2020-04-01,ZA,-42,-77,-38,-73,-70,35
2020-04-01,ZM,2,-14,-3,-16,-11,10
2020-04-01,ZW,-57,-80,-47,-70,-68,44
2020-04-02,AE,-26,-72,-58,-47,-59,28
2020-04-02,AF,-25,-35,-10,-33,-44,12
2020-04-02,AO,-35,-61,-34,-55,-55,29
2020-04-02,AR,-46,-74,-81,-64,-79,29
2020-04-02,AT,-29,-68,-37,-59,-77,25
2020-04-02,AU,-13,-62,-42,-38,-42,20
2020-04-02,AW,-36,-72,-59,-69,-70,35
2020-04-02,BA,-36,-56,-14,-52,-67,19
2020-04-02,BB,-29,-74,-56,-69,-61,29
2020-04-02,BD,-49,-68,-31,-58,-70,25
2020-04-02,BE,-27,-73,-38,-66,-77,30
2020-04-02,BF,-22,-42,-19,-23,-30,21
2020-04-02,BG,-30,-60,-50,-47,-60,21
2020-04-02,BH,-17,-37,-44,-26,-45,18
2020-04-02,BJ,-5,-17,2,-14,-19,9
2020-04-02,BO,-70,-83,-78,-78,-85,39
2020-04-02,BR,-17,-57,-48,-44,-60,20
2020-04-02,BS,-33,-82,-46,-63,-64,33
2020-04-02,BW,6,-30,-2,-34,-5,12
2020-04-02,BY,-4,-21,-7,-19,-25,8
2020-04-02,BZ,-50,-75,-53,-63,-67,26
2020-04-02,CA,-23,-70,-17,-61,-53,25
2020-04-02,CH,-2,-53,8,-50,-84,23
2020-04-02,CI,-13,-30,-15,-25,-26,17
2020-04-02,CL,-36,-61,-61,-51,-64,27
2020-04-02,CM,-19,-24,-19,-20,-25,11
2020-04-02,CO,-51,-78,-68,-73,-78,34
2020-04-02,CR,-23,-55,-54,-42,-48,21
2020-04-02,CV,-47,-82,-48,-61,-59,29
2020-04-02,CZ,-15,-56,3,-45,-60,20
2020-04-02,DE,-11,-55,5,-43,-54,17
2020-04-02,DK,-13,-61,12,-55,-34,20
2020-04-02,DO,-55,-83,-64,-73,-75,34
2020-04-02,EC,-64,-82,-78,-82,-83,39
2020-04-02,EE,-28,-53,-16,-51,-54,22
2020-04-02,EG,-22,-55,-44,-37,-53,16
2020-04-02,ES,-51,-84,-81,-75,-92,33
2020-04-02,FI,-16,-60,13,-49,-47,18
2020-04-02,FJ,-11,-43,-17,-25,-27,17
2020-04-02,FR,-36,-82,-62,-73,-89,34
2020-04-02,GA,-23,-41,-12,-29,-34,17
2020-04-02,GB,-31,-73,-24,-70,-75,29
2020-04-02,GE,-41,-63,-33,-63,-70,24
2020-04-02,GH,-43,-59,-30,-50,-53,28
2020-04-02,GR,-17,-70,-49,-57,-72,24
2020-04-02,GT,-31,-68,-44,-50,-56,27
2020-04-02,HK,-4,-31,-23,-15,-29,15
2020-04-02,HN,-79,-81,-65,-76,-87,32
2020-04-02,HR,-43,-74,-22,-60,-71,24
2020-04-02,HT,-26,-51,-20,-34,-32,12
2020-04-02,HU,-20,-53,-17,-48,-51,21
2020-04-02,ID,-13,-51,-30,-35,-33,16
2020-04-02,IE,-23,-76,-38,-70,-74,33
2020-04-02,IL,-13,-59,-57,-59,-79,31
2020-04-02,IN,-65,-74,-51,-69,-76,30
2020-04-02,IQ,-40,-59,-45,-52,-65,22
2020-04-02,IT,-40,-79,-77,-70,-90,34
2020-04-02,JM,-32,-47,-50,-42,-46,23
2020-04-02,JO,-44,-90,-60,-69,-71,29
2020-04-02,JP,6,-23,14,-10,-12,6
2020-04-02,KE,-26,-34,-25,-38,-38,22
2020-04-02,KG,-65,-72,-36,-70,-77,26
2020-04-02,KH,-24,-55,-26,-27,-37,12
2020-04-02,KR,-2,-15,43,-6,-18,7
2020-04-02,KW,-38,-57,-56,-46,-63,27
2020-04-02,KZ,-37,-46,-26,-54,-56,20
2020-04-02,LA,-38,-62,-14,-45,-55,17
2020-04-02,LB,-31,-77,-39,-59,-60,18
2020-04-02,LK,-80,-77,-48,-74,-84,45
2020-04-02,LT,-30,-62,-20,-55,-66,24
2020-04-02,LU,-37,-73,-40,-76,-81,35
2020-04-02,LV,-23,-50,-21,-44,-42,18
2020-04-02,LY,-30,-53,-34,-37,-52,22
2020-04-02,MD,-40,-62,-38,-58,-60,21
2020-04-02,MK,-22,-60,-32,-54,-60,22
2020-04-02,ML,-13,-24,-6,-12,-20,11
2020-04-02,MM,-25,-36,-13,-29,-44,14
2020-04-02,MN,7,-10,0,-5,-10,4
2020-04-02,MT,-30,-55,-56,-56,-65,27
2020-04-02,MU,-56,-87,-77,-85,-79,34
2020-04-02,MX,-12,-52,-41,-46,-47,19
2020-04-02,MY,-48,-80,-58,-65,-77,39
2020-04-02,MZ,-18,-29,-26,-16,-27,13
2020-04-02,NA,-27,-67,-38,-56,-50,25
2020-04-02,NE,-14,-31,-20,-25,-23,15
2020-04-02,NG,-39,-52,-42,-54,-53,28
2020-04-02,NI,-16,-25,-17,-16,-30,10
2020-04-02,NL,-16,-67,-4,-52,-47,21
2020-04-02,NO,-4,-58,-6,-50,-37,20
2020-04-02,NP,-69,-73,-52,-72,-77,26
2020-04-02,NZ,-37,-85,-69,-74,-88,35
2020-04-02,OM,-43,-72,-51,-43,-60,24
2020-04-02,PA,-54,-77,-70,-74,-81,41
2020-04-02,PE,-56,-84,-73,-75,-81,40
2020-04-02,PG,-18,-47,-12,-16,-28,14
2020-04-02,PH,-58,-84,-50,-74,-80,36
2020-04-02,PK,-50,-58,-37,-59,-66,22
2020-04-02,PL,-35,-64,-49,-46,-58,21
2020-04-02,PR,-41,-78,-67,-63,-72,31
2020-04-02,PT,-35,-74,-57,-64,-70,33
2020-04-02,PY,-40,-70,-58,-50,-61,28
2020-04-02,QA,-23,-56,-49,-35,-56,26
2020-04-02,RO,-42,-65,-48,-53,-67,21
2020-04-02,RW,-55,-71,-14,-60,-60,29
2020-04-02,SA,-26,-77,-61,-46,-57,25
2020-04-02,SE,-7,-42,-5,-30,-27,13
2020-04-02,SG,-4,-33,-23,-27,-25,19
2020-04-02,SI,-47,-61,-31,-57,-75,26
2020-04-02,SK,-21,-59,-10,-48,-60,20
2020-04-02,SN,-27,-47,-24,-35,-42,19
2020-04-02,SV,-45,-65,-62,-65,-71,32
2020-04-02,TG,-22,-38,-18,-24,-35,20
2020-04-02,TH,-18,-57,-44,-30,-45,17
2020-04-02,TJ,-4,-15,-5,13,-4,-3
2020-04-02,TR,-26,-64,-46,-50,-62,23
2020-04-02,TT,-32,-74,-58,-65,-62,29
2020-04-02,TW,8,-26,12,-50,-1,11
2020-04-02,TZ,-1,-6,-9,-15,-14,6
2020-04-02,UG,-56,-70,-16,-63,-69,33
2020-04-02,US,-11,-51,-9,-50,-40,21
2020-04-02,US_AK,-14,-50,-3,-45,-42,19
2020-04-02,US_AL,3,-25,13,-39,-31,16
2020-04-02,US_AR,3,-21,56,-36,-24,13
2020-04-02,US_AZ,-16,-40,-17,-47,-38,18
2020-04-02,US_CA,-15,-54,-30,-53,-41,23
2020-04-02,US_CO,-23,-63,-46,-56,-48,24
2020-04-02,US_CT,-12,-54,-5,-51,-44,23
2020-04-02,US_DE,-17,-47,8,-48,-37,20
2020-04-02,US_FL,-12,-55,-42,-46,-40,19
2020-04-02,US_GA,10,-46,-14,-47,-29,19
2020-04-02,US_HI,-27,-69,-63,-49,-49,23
2020-04-02,US_IA,-5,-22,57,-40,-39,18
2020-04-02,US_ID,-10,-31,28,-46,-38,18
2020-04-02,US_IL,-8,-52,14,-52,-42,22
2020-04-02,US_IN,-9,-26,80,-48,-36,19
2020-04-02,US_KS,-12,-25,34,-46,-41,19
2020-04-02,US_KY,-3,-31,43,-46,-33,17
2020-04-02,US_LA,-6,-44,-20,-45,-38,19
2020-04-02,US_MA,-17,-73,-32,-59,-50,27
2020-04-02,US_MD,-21,-56,0,-56,-42,25
2020-04-02,US_ME,-26,-57,-42,-47,-56,22
2020-04-02,US_MI,-16,-49,97,-61,-49,24
2020-04-02,US_MN,-18,-58,21,-51,-46,24
2020-04-02,US_MO,-4,-32,34,-45,-36,18
2020-04-02,US_MS,12,-22,9,-37,-22,14
2020-04-02,US_MT,-15,-38,-11,-43,-45,18
2020-04-02,US_NC,-10,-47,8,-44,-37,18
2020-04-02,US_ND,-23,-41,-41,-39,-55,23
2020-04-02,US_NE,-9,-23,-4,-39,-40,19
2020-04-02,US_NH,-16,-50,-29,-48,-44,23
2020-04-02,US_NJ,-14,-67,1,-61,-51,28
2020-04-02,US_NM,-6,-26,1,-47,-34,19
2020-04-02,US_NV,-12,-57,-36,-54,-40,21
2020-04-02,US_NY,-20,-69,-28,-62,-54,27
2020-04-02,US_OH,-7,-28,89,-49,-37,20
2020-04-02,US_OK,-2,-20,13,-42,-31,16
2020-04-02,US_OR,-12,-46,-3,-49,-42,19
2020-04-02,US_PA,-18,-53,6,-53,-45,23
2020-04-02,US_RI,-14,-62,-8,-50,-44,23
2020-04-02,US_SC,-4,-29,-20,-41,-33,16
2020-04-02,US_SD,-17,-34,-26,-39,-49,21
2020-04-02,US_TN,0,-31,10,-42,-33,16
2020-04-02,US_TX,-14,-44,-24,-48,-39,21
2020-04-02,US_UT,-9,-46,10,-49,-37,21
2020-04-02,US_VA,-12,-52,9,-49,-38,21
2020-04-02,US_VT,-30,-56,-36,-55,-54,24
2020-04-02,US_WA,-16,-59,-2,-58,-44,23
2020-04-02,US_WI,-16,-32,88,-45,-44,20
2020-04-02,US_WV,-10,-31,-1,-42,-35,16
2020-04-02,US_WY,-16,-20,-33,-41,-43,19
2020-04-02,UY,-25,-55,-69,-42,-57,20
2020-04-02,VE,-40,-65,-54,-58,-64,23
2020-04-02,VN,-42,-67,-44,-56,-66,23
2020-04-02,YE,-5,-20,-9,-4,-16,5
2020-04-02,ZA,-41,-78,-39,-73,-70,37
2020-04-02,ZM,0,-15,-4,-17,-13,11
2020-04-02,ZW,-58,-80,-53,-71,-69,46
2020-04-03,AE,-38,-79,-74,-44,-69,22
2020-04-03,AF,-13,-32,-8,-13,-38,6
2020-04-03,AO,-35,-63,-41,-53,-58,32
2020-04-03,AR,-41,-71,-78,-62,-77,30
2020-04-03,AT,-25,-69,-46,-59,-79,25
2020-04-03,AU,-7,-61,-42,-36,-40,20
2020-04-03,AW,-31,-72,-55,-66,-69,34
2020-04-03,BA,-34,-58,-16,-49,-67,19
2020-04-03,BB,-29,-74,-56,-72,-66,27
2020-04-03,BD,-46,-66,-34,-36,-70,17
2020-04-03,BE,-22,-71,-37,-64,-79,31
2020-04-03,BF,-25,-46,-14,-20,-30,21
2020-04-03,BG,-25,-57,-44,-44,-58,20
2020-04-03,BH,-24,-47,-55,-32,-54,17
2020-04-03,BJ,-5,-23,0,-13,-18,9
2020-04-03,BO,-65,-82,-76,-76,-83,40
2020-04-03,BR,-13,-55,-53,-42,-60,20
2020-04-03,BS,-24,-81,-48,-63,-63,33
2020-04-03,BW,-67,-80,-28,-67,-76,42
2020-04-03,BY,-7,-24,-8,-17,-30,10
2020-04-03,BZ,-47,-75,-55,-62,-68,28
2020-04-03,CA,-23,-69,-32,-60,-55,26
2020-04-03,CH,2,-54,8,-48,-79,25
2020-04-03,CI,-16,-33,-18,-23,-30,18
2020-04-03,CL,-36,-61,-62,-50,-63,29
2020-04-03,CM,-17,-25,-19,-17,-27,12
2020-04-03,CO,-53,-78,-71,-71,-79,36
2020-04-03,CR,-29,-57,-57,-42,-55,23
2020-04-03,CV,-48,-83,-50,-60,-61,30
2020-04-03,CZ,-12,-57,-23,-44,-63,22
2020-04-03,DE,-11,-57,-12,-43,-57,19
2020-04-03,DK,-10,-60,33,-53,-35,19
2020-04-03,DO,-53,-83,-64,-72,-75,34
2020-04-03,EC,-62,-81,-77,-81,-82,42
2020-04-03,EE,-25,-57,-37,-50,-56,23
2020-04-03,EG,-27,-68,-47,-44,-66,16
2020-04-03,ES,-49,-84,-82,-74,-89,35
2020-04-03,FI,-15,-62,2,-48,-48,19
2020-04-03,FJ,-24,-55,-26,-40,-47,29
2020-04-03,FR,-38,-82,-66,-71,-86,36
2020-04-03,GA,-22,-45,-19,-25,-35,19
2020-04-03,GB,-30,-72,-25,-68,-76,29
2020-04-03,GE,-37,-59,-26,-59,-67,23
2020-04-03,GH,-45,-59,-32,-46,-54,29
2020-04-03,GR,-17,-73,-58,-57,-78,27
2020-04-03,GT,-29,-68,-44,-48,-56,28
2020-04-03,HK,3,-35,-25,-25,-28,19
2020-04-03,HN,-34,-63,-46,-64,-70,26
2020-04-03,HR,-38,-73,-26,-58,-71,25
2020-04-03,HT,-25,-49,-21,-32,-31,11
2020-04-03,HU,-17,-51,-12,-47,-50,20
2020-04-03,ID,-18,-53,-35,-34,-35,16
2020-04-03,IE,-22,-76,-35,-69,-74,33
2020-04-03,IL,-22,-55,-56,-56,-79,19
2020-04-03,IN,-62,-73,-51,-66,-76,30
2020-04-03,IQ,-41,-58,-47,-30,-65,15
2020-04-03,IT,-38,-79,-79,-69,-85,34
2020-04-03,JM,-31,-47,-49,-39,-46,23
2020-04-03,JO,-83,-94,-73,-62,-90,21
2020-04-03,JP,6,-25,26,-11,-15,7
2020-04-03,KE,-24,-35,-22,-35,-39,23
2020-04-03,KG,-63,-70,-36,-67,-76,25
2020-04-03,KH,-22,-55,-24,-27,-37,12
2020-04-03,KR,1,-13,36,-6,-18,7
2020-04-03,KW,-41,-63,-65,-38,-67,22
2020-04-03,KZ,-35,-45,-25,-53,-56,20
2020-04-03,LA,-38,-65,-17,-41,-57,19
2020-04-03,LB,-30,-77,-40,-57,-62,20
2020-04-03,LK,-78,-77,-51,-73,-84,46
