date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-11,CL_AT,-49,-36,-55,-63,-24,20
2020-05-11,CL_CO,-61,-46,-74,-59,-32,18
2020-05-11,CL_LI,-43,-34,-47,-45,-23,19
2020-05-11,CL_LL,-54,-43,-58,-53,-26,18
2020-05-11,CL_LR,-61,-48,-67,-65,-33,21
2020-05-11,CL_ML,-48,-36,-46,-46,-20,18
2020-05-11,CL_NB,-49,-42,-42,-71,-51,16
2020-05-11,CL_TA,-62,-40,-64,-46,-31,20
2020-05-11,CL_VS,-58,-44,-65,-54,-34,19
2020-05-11,CM,-14,-10,-20,-12,-13,9
2020-05-11,CO,-63,-41,-55,-63,-50,26
2020-05-11,CO_AMA,,,-65,,-45,
2020-05-11,CO_ANT,-65,-46,-53,-64,-50,25
2020-05-11,CO_ARA,,-17,-45,-38,-32,
2020-05-11,CO_CAL,-67,-51,-56,-81,-49,23
2020-05-11,CO_CAS,-61,-43,-45,-58,-32,23
2020-05-11,CO_CAU,-61,-41,-53,-49,-43,21
2020-05-11,CO_CAU,-62,-45,-57,-59,-47,23
2020-05-11,CO_CES,-65,-44,-50,-77,-39,21
2020-05-11,CO_CUN,-57,-36,-50,-53,-42,28
2020-05-11,CO_GUV,,,-48,,-25,
2020-05-11,CO_HUI,-59,-41,-55,,-42,22
2020-05-11,CO_LAG,-61,-37,-53,-64,-38,20
2020-05-11,CO_MAG,-66,-49,-70,-81,-44,20
2020-05-11,CO_MET,-64,-46,-47,-46,-41,25
2020-05-11,CO_PUT,-50,,-43,,-29,19
2020-05-11,CO_RIS,-67,-42,-64,-75,-50,25
2020-05-11,CO_SAN,-62,-38,-55,-60,-49,24
2020-05-11,CO_SUC,-59,-38,-52,-91,-31,18
2020-05-11,CO_TOL,-65,-43,-49,-78,-46,24
2020-05-11,CO_VAC,-62,-45,-57,-59,-47,23
2020-05-11,CO_VID,,,-18,,,
2020-05-11,CR,-34,-22,-41,-43,-30,15
2020-05-11,CV,-50,-33,-45,-65,-49,22
2020-05-11,CZ,-34,4,-25,-32,-25,11
2020-05-11,DE,-34,-12,-23,-41,-28,11
2020-05-11,DE_BB,-29,-6,-30,-36,-22,10
2020-05-11,DE_BE,-48,-12,-45,-45,-38,15
2020-05-11,DE_BW,-40,-18,-46,-46,-30,14
2020-05-11,DE_BY,-36,-13,-32,-45,-29,13
2020-05-11,DE_HB,-38,-9,0,-42,-30,11
2020-05-11,DE_HE,-42,-19,-33,-55,-33,13
2020-05-11,DE_HH,-46,-8,25,-45,-39,15
2020-05-11,DE_MV,-25,-7,-18,-29,-21,8
2020-05-11,DE_NI,-25,-8,7,-33,-28,10
2020-05-11,DE_NW,-26,-8,2,-38,-27,10
2020-05-11,DE_RP,-35,-15,-33,-49,-27,12
2020-05-11,DE_SH,-25,-4,25,-29,-27,10
2020-05-11,DE_SL,-38,-18,-29,-50,-28,13
2020-05-11,DE_SN,-35,-12,-39,-35,-23,11
2020-05-11,DE_ST,-27,-8,-34,-31,-19,8
2020-05-11,DE_TH,-32,-15,-35,-32,-21,10
2020-05-11,DK,-16,1,62,-35,-32,11
2020-05-11,DO,-61,-42,-52,-75,-57,27
2020-05-11,EC,-65,-49,-61,-69,-65,31
2020-05-11,EE,-24,-11,-18,-38,-40,14
2020-05-11,EG,-49,-1,-38,-41,-23,14
2020-05-11,ES,-66,-28,-21,-57,-52,20
2020-05-11,ES_AN,-64,-31,-31,-57,-49,17
2020-05-11,ES_AS,-57,-19,5,-25,-45,14
2020-05-11,ES_CB,-61,-23,-10,-46,-46,17
2020-05-11,ES_CE,-70,-31,-45,,-48,
2020-05-11,ES_CM,-70,-33,-39,-63,-48,19
2020-05-11,ES_CN,-65,-31,-47,-56,-51,16
2020-05-11,ES_CT,-71,-30,-20,-56,-57,24
2020-05-11,ES_EX,-61,-21,-21,-42,-42,12
2020-05-11,ES_GA,-59,-16,23,-45,-44,15
2020-05-11,ES_IB,-50,-18,6,-51,-43,15
2020-05-11,ES_MC,-55,-21,-10,-30,-35,12
2020-05-11,ES_MD,-77,-28,-37,-67,-65,28
2020-05-11,ES_ML,-59,-24,-10,-69,-44,16
2020-05-11,ES_NC,-56,-15,9,-58,-44,15
2020-05-11,ES_PV,-66,-23,-32,-48,-48,20
2020-05-11,ES_RI,-54,-22,7,-42,-42,13
2020-05-11,ES_VC,-67,-33,-24,-60,-49,19
2020-05-11,FI,-40,-16,13,-54,-45,14
2020-05-11,FJ,-22,-12,-9,-30,-17,12
2020-05-11,FR,-46,-10,-34,-56,-48,19
2020-05-11,FR_ARA,-46,-11,-32,-56,-46,18
2020-05-11,FR_BFC,-42,-13,-34,-52,-42,17
2020-05-11,FR_BRE,-38,-5,16,-46,-41,15
2020-05-11,FR_COR,-40,-13,-22,-45,-36,13
2020-05-11,FR_CVL,-41,-11,-38,-54,-44,18
2020-05-11,FR_GES,-47,-16,-44,-60,-45,18
2020-05-11,FR_HDF,-36,-6,-16,-56,-45,16
2020-05-11,FR_IDF,-58,-10,-60,-61,-61,25
2020-05-11,FR_NAQ,-43,-11,-32,-52,-41,17
2020-05-11,FR_NOR,-36,-4,-11,-55,-41,15
2020-05-11,FR_OCC,-44,-13,-35,-52,-46,18
2020-05-11,FR_PAC,-45,-13,-37,-52,-45,17
2020-05-11,FR_PDL,-41,-8,-6,-54,-44,17
2020-05-11,GA,-26,-21,-12,-37,-25,19
2020-05-11,GB,-67,-25,-8,-64,-62,24
2020-05-11,GE,-51,-29,-14,-48,-51,16
2020-05-11,GH,-20,-7,-18,-25,-18,14
2020-05-11,GR,-28,8,70,-32,-29,10
2020-05-11,GT,-50,-38,-43,-65,-39,23
2020-05-11,GW,,,,,-32,
2020-05-11,HK,-18,-2,-16,-27,-11,11
2020-05-11,HN,-65,-41,-42,-68,-52,22
2020-05-11,HR,-15,1,10,-43,-31,9
2020-05-11,HT,-26,-24,-15,-41,-28,8
2020-05-11,HU,-28,-9,11,-43,-37,14
2020-05-11,ID,-39,-16,-36,-56,-34,18
2020-05-11,ID_AC,-20,-2,-24,-49,-21,11
2020-05-11,ID_BA,-43,-32,-60,-78,-39,20
2020-05-11,ID_BB,-24,-2,-24,-67,-25,13
2020-05-11,ID_BE,-24,-6,-33,-54,-26,14
2020-05-11,ID_BT,-34,-13,-28,-66,-35,20
2020-05-11,ID_GO,-38,-22,-21,,-30,21
2020-05-11,ID_JA,-28,-11,-24,-56,-24,13
2020-05-11,ID_JB,-58,-13,-32,-52,-37,20
2020-05-11,ID_JI,-29,-15,-33,-57,-31,18
2020-05-11,ID_JK,-52,-21,-94,-63,-46,24
2020-05-11,ID_JT,-26,-13,-31,-56,-29,16
2020-05-11,ID_KB,-43,-21,-27,-55,-27,14
2020-05-11,ID_KI,-30,-9,-19,-56,-25,14
2020-05-11,ID_KR,-34,-17,-37,-71,-23,17
2020-05-11,ID_KS,-34,-15,-32,-58,-26,15
2020-05-11,ID_KT,-36,-20,-29,-49,-24,13
2020-05-11,ID_KU,-37,-13,-27,-47,-23,14
2020-05-11,ID_LA,-21,1,-24,-45,-29,13
2020-05-11,ID_MA,-32,-17,-14,-55,-26,13
2020-05-11,ID_MU,-25,4,-20,-34,-22,13
2020-05-11,ID_NB,-30,-13,-36,-57,-25,16
2020-05-11,ID_NT,-28,-12,-12,-49,-19,12
2020-05-11,ID_PA,-41,-26,-29,-56,-25,15
2020-05-11,ID_PB,-31,-13,-36,-62,-28,16
2020-05-11,ID_RI,-31,-15,-14,-56,-24,14
2020-05-11,ID_SA,-41,-18,-27,-59,-28,17
2020-05-11,ID_SB,-36,-14,-40,-55,-35,17
2020-05-11,ID_SN,-44,-20,-27,-67,-36,19
2020-05-11,ID_SR,-25,-10,-49,-55,-25,15
2020-05-11,ID_SS,-31,-14,-19,-50,-28,14
2020-05-11,ID_ST,-30,-10,-10,-60,-20,14
2020-05-11,ID_SU,-35,-19,-33,-51,-28,15
2020-05-11,IE,-67,-14,22,-61,-61,25
2020-05-11,IL,-39,7,2,-25,-30,15
2020-05-11,IN,-78,-28,-58,-56,-50,25
2020-05-11,IN_AN,-82,,-74,-77,-36,25
2020-05-11,IN_AP,-79,-29,-58,-50,-39,24
2020-05-11,IN_AR,-60,-7,-6,-43,-10,8
2020-05-11,IN_AS,-74,-25,-23,-51,-28,16
2020-05-11,IN_BR,-73,-6,-12,-52,-26,12
2020-05-11,IN_CH,-83,-57,-97,-72,-58,27
2020-05-11,IN_CT,-67,9,-54,-49,-24,15
2020-05-11,IN_DD,-76,-31,-83,-42,-26,23
2020-05-11,IN_DL,-82,-51,-95,-75,-70,31
2020-05-11,IN_DN,-63,18,-56,-69,-21,20
2020-05-11,IN_GA,-69,-25,-72,-40,-31,17
2020-05-11,IN_GJ,-85,-51,-67,-60,-60,32
2020-05-11,IN_HP,-63,-7,-31,-19,-25,12
2020-05-11,IN_HR,-72,-21,-86,-61,-50,24
2020-05-11,IN_JH,-77,-31,-42,-57,-37,19
2020-05-11,IN_JK,-24,85,106,109,41,4
2020-05-11,IN_KA,-72,-17,-69,-44,-51,25
2020-05-11,IN_KL,-72,6,-1,-33,-34,21
2020-05-11,IN_LD,,,33,,-6,
2020-05-11,IN_MH,-82,-41,-71,-68,-67,33
2020-05-11,IN_ML,-75,-54,-16,-32,-26,19
2020-05-11,IN_MN,-77,-19,-15,-18,-26,10
2020-05-11,IN_MP,-78,-33,-67,-54,-47,23
2020-05-11,IN_MZ,-77,-17,-12,-9,-30,7
2020-05-11,IN_NL,-71,-38,-60,-55,-24,10
2020-05-11,IN_OR,-74,-25,-32,-52,-31,17
2020-05-11,IN_PB,-74,-21,-70,-55,-44,18
2020-05-11,IN_PY,-70,-18,-74,-40,-32,28
2020-05-11,IN_RJ,-77,-23,-74,-56,-44,21
2020-05-11,IN_SK,-64,-31,-46,-61,-13,11
2020-05-11,IN_TG,-83,-33,-65,-57,-57,28
2020-05-11,IN_TN,-75,-21,-41,-48,-48,28
2020-05-11,IN_TR,-74,-18,-11,-49,-20,15
2020-05-11,IN_UP,-76,-20,-52,-61,-45,20
2020-05-11,IN_UT,-65,-9,-53,-44,-32,18
2020-05-11,IN_WB,-82,-31,-51,-65,-52,24
2020-05-11,IQ,-17,9,-8,-13,-15,11
2020-05-11,IT,-58,-31,-45,-61,-43,19
2020-05-11,IT_25,-68,-42,-66,-72,-47,23
2020-05-11,IT_34,-59,-25,-53,-62,-37,18
2020-05-11,IT_42,-62,-37,-62,-62,-47,22
2020-05-11,IT_45,-56,-28,-34,-57,-37,18
2020-05-11,IT_52,-57,-29,-49,-57,-40,19
2020-05-11,IT_55,-54,-29,-31,-43,-37,17
2020-05-11,IT_57,-53,-30,-28,-45,-38,18
2020-05-11,IT_62,-57,-28,-42,-63,-50,21
2020-05-11,IT_65,-54,-25,-30,-56,-41,17
2020-05-11,IT_67,-53,-32,-39,-48,-41,16
2020-05-11,IT_72,-56,-28,-43,-56,-43,17
2020-05-11,IT_75,-52,-27,-33,-62,-41,16
2020-05-11,IT_77,-53,-26,-35,-54,-42,16
2020-05-11,IT_78,-54,-29,-23,-59,-43,15
2020-05-11,IT_82,-52,-26,-35,-57,-43,15
2020-05-11,IT_88,-57,-28,-21,-51,-41,15
2020-05-11,JM,-42,-34,-51,-42,-40,23
2020-05-11,JO,-40,-18,-38,-80,-40,16
2020-05-11,JP,-32,-2,0,-42,-22,12
2020-05-11,JP_01,-28,-3,-3,-41,-17,9
2020-05-11,JP_02,-15,-3,8,-28,-7,5
2020-05-11,JP_03,-13,0,10,-26,-7,5
2020-05-11,JP_04,-25,-5,8,-40,-15,10
2020-05-11,JP_05,-15,-2,31,-22,-7,4
2020-05-11,JP_06,-18,-4,27,-36,-10,7
2020-05-11,JP_07,-20,-4,12,-35,-11,8
2020-05-11,JP_08,-23,-4,-3,-43,-17,11
2020-05-11,JP_09,-23,-5,4,-44,-14,10
2020-05-11,JP_10,-23,-4,-1,-42,-16,11
2020-05-11,JP_11,-28,-2,-1,-43,-26,15
2020-05-11,JP_12,-34,-3,15,-45,-28,16
2020-05-11,JP_13,-54,-6,-7,-50,-40,21
2020-05-11,JP_14,-39,-2,11,-44,-34,18
2020-05-11,JP_15,-16,-2,14,-39,-11,7
2020-05-11,JP_16,-24,-2,14,-36,-14,9
2020-05-11,JP_17,-27,-3,8,-49,-19,11
2020-05-11,JP_18,-21,0,13,-28,-13,8
2020-05-11,JP_19,-25,-6,-27,-48,-15,10
2020-05-11,JP_20,-26,-2,-4,-45,-11,8
2020-05-11,JP_21,-28,-2,-17,-39,-18,11
2020-05-11,JP_22,-23,-3,-13,-42,-15,10
2020-05-11,JP_23,-27,-1,16,-43,-25,14
2020-05-11,JP_24,-26,-4,-18,-42,-14,10
2020-05-11,JP_25,-26,1,-2,-43,-18,11
2020-05-11,JP_26,-36,-2,-6,-46,-23,12
2020-05-11,JP_27,-40,-1,3,-41,-23,13
2020-05-11,JP_29,-28,-1,-16,-37,-19,11
2020-05-11,JP_30,-21,-2,-4,-36,-12,8
2020-05-11,JP_31,-18,-1,2,-32,-8,6
2020-05-11,JP_32,-22,-2,4,-28,-9,7
2020-05-11,JP_33,-21,-2,6,-37,-10,8
2020-05-11,JP_34,-28,-1,5,-38,-15,10
2020-05-11,JP_35,-18,1,5,-32,-10,8
2020-05-11,JP_36,-21,-3,2,-36,-9,7
2020-05-11,JP_37,-21,-2,-8,-40,-10,8
2020-05-11,JP_38,-20,-1,14,-31,-7,6
2020-05-11,JP_40,-30,-1,15,-46,-20,12
2020-05-11,JP_41,-17,-2,0,-37,-10,8
2020-05-11,JP_42,-20,0,-6,-29,-7,6
2020-05-11,JP_43,-22,-1,-6,-33,-12,8
2020-05-11,JP_45,-17,-1,-10,-25,-5,5
2020-05-11,JP_46,-17,0,-5,-35,-5,5
2020-05-11,JP_47,-33,-9,-53,-57,-22,12
2020-05-11,KE,-34,-26,-23,-33,-31,21
2020-05-11,KG,-48,-34,-19,-46,-45,12
2020-05-11,KH,-26,-14,-12,-45,-36,12
2020-05-11,KR,-3,14,44,-2,0,3
2020-05-11,KW,-90,-81,-78,-81,-81,43
2020-05-11,KZ,-32,-15,0,-21,-37,12
2020-05-11,LA,-30,-15,-8,-44,-20,7
2020-05-11,LB,-40,-13,-13,-63,-38,11
2020-05-11,LI,,,,-25,-24,
2020-05-11,LK,-52,-26,-34,-47,-38,25
2020-05-11,LT,-35,-6,18,-44,-40,14
2020-05-11,LU,-45,-18,-27,-49,-49,22
2020-05-11,LV,-23,-10,-21,-42,-36,13
2020-05-11,LY,-17,11,0,-23,-19,11
2020-05-11,MD,-30,-20,8,-40,-39,12
2020-05-11,MK,-37,-10,22,-42,-28,12
2020-05-11,ML,-9,-6,1,-33,-5,10
2020-05-11,MM,-46,-29,-14,-40,-26,15
2020-05-11,MN,6,24,24,8,6,-1
2020-05-11,MT,-45,-17,-16,-36,-45,20
2020-05-11,MU,-73,-56,-69,-81,-70,31
2020-05-11,MX,-57,-26,-50,-60,-47,21
2020-05-11,MX_AGU,-54,-21,-37,-63,-45,20
2020-05-11,MX_BCN,-53,-16,-34,-57,-41,19
2020-05-11,MX_BCS,-68,-39,-68,-74,-52,25
2020-05-11,MX_CAM,-61,-31,-59,-60,-47,22
2020-05-11,MX_CHH,-54,-21,-43,-59,-48,21
2020-05-11,MX_CHP,-54,-26,-46,-54,-41,16
2020-05-11,MX_CMX,-69,-39,-64,-66,-61,27
2020-05-11,MX_COA,-51,-22,-47,-52,-45,19
2020-05-11,MX_COL,-48,-17,-32,-55,-33,15
2020-05-11,MX_DUR,-50,-25,-46,-53,-40,17
2020-05-11,MX_GRO,-60,-34,-54,-61,-47,18
2020-05-11,MX_GUA,-50,-18,-46,-46,-37,17
2020-05-11,MX_HID,-52,-27,-47,-56,-44,21
2020-05-11,MX_JAL,-49,-20,-42,-55,-35,17
2020-05-11,MX_MEX,-53,-25,-43,-57,-49,22
2020-05-11,MX_MIC,-46,-21,-30,-42,-34,14
2020-05-11,MX_MOR,-55,-28,-51,-55,-43,20
2020-05-11,MX_NAY,-59,-31,-59,-51,-44,19
2020-05-11,MX_OAX,-54,-29,-54,-49,-40,17
2020-05-11,MX_PUE,-56,-26,-46,-45,-48,20
2020-05-11,MX_QUE,-59,-27,-51,-43,-48,24
2020-05-11,MX_ROO,-76,-47,-75,-86,-60,32
2020-05-11,MX_SIN,-63,-33,-51,-68,-50,22
2020-05-11,MX_SON,-55,-25,-43,-57,-47,19
2020-05-11,MX_TAB,-64,-37,-56,-62,-51,22
2020-05-11,MX_TAM,-49,-19,-48,-53,-41,17
2020-05-11,MX_TLA,-42,-18,-40,-48,-43,18
2020-05-11,MX_VER,-52,-23,-48,-50,-38,16
2020-05-11,MX_ZAC,-55,-30,-53,-54,-42,17
2020-05-11,MY,-60,-12,-47,-60,-49,27
2020-05-11,MZ,-18,-6,-24,-21,-2,9
2020-05-11,NE,-19,-5,-20,-37,-15,12
2020-05-11,NG,-38,-29,-41,-32,-36,23
2020-05-11,NI,-31,-16,-24,-32,-13,11
2020-05-11,NL,-29,-9,10,-57,-40,15
2020-05-11,NO,-10,3,39,-33,-32,11
2020-05-11,NO_03,-22,-1,57,-44,-48,17
2020-05-11,NO_11,-7,1,53,-31,-27,10
2020-05-11,NO_15,-12,0,-7,-20,-23,10
2020-05-11,NO_18,-4,0,13,-45,-21,7
2020-05-11,NO_30,2,11,92,-40,-33,11
2020-05-11,NO_34,-8,-1,33,-21,-26,8
2020-05-11,NO_38,2,10,84,-17,-26,8
2020-05-11,NO_42,-3,9,60,-3,-27,8
2020-05-11,NO_46,-12,2,8,-24,-31,10
2020-05-11,NO_50,-21,-1,1,-43,-35,13
2020-05-11,NO_54,-21,-1,-23,-46,-25,8
2020-05-11,NP,-62,-44,-37,-53,-50,18
2020-05-11,NZ,-72,-33,-54,-70,-33,19
2020-05-11,OM,-52,-36,-46,-65,-39,20
2020-05-11,PA,-71,-47,-64,-70,-64,36
2020-05-11,PE,-82,-55,-64,-74,-66,34
2020-05-11,PE_AMA,,,-55,-76,-37,
2020-05-11,PE_ANC,-84,-56,-54,-83,-58,29
2020-05-11,PE_ARE,-84,-62,-59,-71,-63,33
2020-05-11,PE_AYA,-78,-56,-60,-85,-51,29
2020-05-11,PE_CAJ,-76,-48,-55,-76,-49,26
2020-05-11,PE_HUV,,,-41,-71,-39,
2020-05-11,PE_ICA,-79,-52,-64,-83,-53,30
2020-05-11,PE_LAL,-83,-53,-62,-74,-59,31
2020-05-11,PE_LAM,-87,-69,-63,-83,-65,32
2020-05-11,PE_LOR,-81,-50,-57,-62,-55,30
2020-05-11,PE_MDD,-80,-49,-51,-60,-37,
2020-05-11,PE_MOQ,-75,-61,-68,-86,-53,35
2020-05-11,PE_PAS,,,-51,,-39,
2020-05-11,PE_PIU,-83,-66,-63,-80,-62,32
2020-05-11,PE_PUN,-73,-54,-51,-68,-47,27
2020-05-11,PE_TAC,-78,-55,-67,-77,-59,31
2020-05-11,PE_TUM,-78,-48,-64,-77,-52,
2020-05-11,PE_UCA,-73,-39,-52,-77,-53,29
2020-05-11,PG,-2,12,-11,-28,21,4
2020-05-11,PH,-78,-45,-50,-75,-63,33
2020-05-11,PK,-38,-22,-21,-38,-32,15
2020-05-11,PL,-29,-16,-14,-48,-31,12
2020-05-11,PR,-44,-27,-42,-65,-39,19
2020-05-11,PT,-56,-25,-39,-63,-48,25
2020-05-11,PT_20,-54,-29,-25,-71,-47,21
2020-05-11,PT_30,-64,-38,-59,-54,-52,27
2020-05-11,PY,-38,-27,-41,-54,-21,17
2020-05-11,QA,-48,-18,-38,-48,-36,25
2020-05-11,RE,,-62,-73,-72,-39,
2020-05-11,RO,-49,-25,-22,-53,-43,14
2020-05-11,RS,-10,-7,14,-32,-27,5
2020-05-11,RW,-33,-23,-10,-37,-30,16
2020-05-11,SA,-53,-26,-55,-75,-46,24
2020-05-11,SE,-13,-2,45,-34,-25,9
2020-05-11,SG,-66,-23,-64,-66,-66,42
2020-05-11,SI,-28,-15,-6,-45,-34,13
2020-05-11,SK,-35,4,31,-37,-32,11
2020-05-11,SN,-40,-29,-30,-50,-31,19
2020-05-11,SV,-77,-56,-69,-75,-66,34
2020-05-11,TG,-25,-11,-5,-33,-12,14
2020-05-11,TH,-40,-7,-39,-50,-34,17
2020-05-11,TJ,-46,-36,-32,-52,-47,17
2020-05-11,TR,-41,13,-12,-42,-36,14
2020-05-11,TT,-46,-25,-37,-67,-51,22
2020-05-11,TW,-10,9,-10,-17,5,3
2020-05-11,TZ,-26,-11,-16,-21,-20,11
2020-05-11,UG,-61,-49,-28,-69,-45,28
2020-05-11,US,-31,-11,-3,-44,-42,16
2020-05-11,US_AK,-6,1,76,-34,-32,11
2020-05-11,US_AL,-11,1,33,-8,-31,10
2020-05-11,US_AR,-9,4,14,-10,-30,10
2020-05-11,US_AZ,-25,-11,-16,-34,-41,13
2020-05-11,US_CA,-45,-14,-20,-48,-46,18
2020-05-11,US_CO,-31,-14,-7,-48,-42,16
2020-05-11,US_CT,-35,-18,7,-47,-46,19
2020-05-11,US_DC,-62,-33,-62,-75,-67,27
2020-05-11,US_DE,-31,-16,-11,-44,-43,17
2020-05-11,US_FL,-31,-16,-28,-48,-39,14
2020-05-11,US_GA,-19,-4,24,-42,-39,14
2020-05-11,US_HI,-48,-28,-57,-64,-41,18
2020-05-11,US_IA,-24,8,94,-13,-35,13
2020-05-11,US_ID,-13,4,124,-8,-30,8
2020-05-11,US_IL,-36,-12,-1,-48,-47,18
2020-05-11,US_IN,-17,-5,18,-17,-36,14
2020-05-11,US_KS,-27,-10,10,-18,-36,15
2020-05-11,US_KY,-22,-2,14,-23,-38,14
2020-05-11,US_LA,-22,-5,1,-32,-34,12
2020-05-11,US_MA,-43,-25,-6,-68,-54,22
2020-05-11,US_MD,-36,-20,1,-52,-51,22
2020-05-11,US_ME,-25,-4,52,-36,-37,13
2020-05-11,US_MI,-36,-15,30,-42,-50,19
2020-05-11,US_MN,-30,-5,99,-49,-44,17
2020-05-11,US_MO,-18,-1,23,-26,-38,13
2020-05-11,US_MS,-4,5,24,-9,-29,9
2020-05-11,US_MT,-12,4,34,-15,-27,8
2020-05-11,US_NC,-21,-2,39,-34,-37,12
2020-05-11,US_ND,-14,-6,43,-19,-28,11
2020-05-11,US_NE,-19,-3,42,-9,-35,14
2020-05-11,US_NH,-27,-15,25,-35,-42,17
2020-05-11,US_NJ,-51,-21,1,-63,-53,23
2020-05-11,US_NM,-28,-4,0,-22,-41,15
2020-05-11,US_NV,-33,-10,-30,-48,-46,16
2020-05-11,US_NY,-55,-23,-31,-66,-54,23
2020-05-11,US_OH,-30,-10,2,-25,-40,16
2020-05-11,US_OK,-11,3,2,-10,-33,12
2020-05-11,US_OR,-30,-8,25,-37,-42,14
2020-05-11,US_PA,-38,-17,-15,-49,-45,18
2020-05-11,US_RI,-33,-19,23,-58,-45,18
2020-05-11,US_SC,-13,1,24,-14,-33,11
2020-05-11,US_SD,-15,6,74,-5,-29,12
2020-05-11,US_TN,-10,-1,26,-19,-33,11
2020-05-11,US_TX,-21,-9,2,-34,-40,15
2020-05-11,US_UT,-17,0,70,-34,-41,14
2020-05-11,US_VA,-31,-11,13,-46,-44,18
2020-05-11,US_VT,-39,-23,-5,-50,-46,18
2020-05-11,US_WA,-32,-11,25,-48,-47,16
2020-05-11,US_WI,-31,-6,73,-26,-39,15
2020-05-11,US_WV,-21,-4,-11,-16,-35,13
2020-05-11,US_WY,-14,1,13,-2,-27,10
2020-05-11,UY,-35,-21,-53,-38,-20,13
2020-05-11,VE,-54,-40,-45,-55,-42,17
2020-05-11,VN,-19,10,-26,-1,14,5
2020-05-11,YE,-4,6,-8,-6,-12,8
2020-05-11,ZA,-52,-32,-36,-63,-50,27
2020-05-11,ZM,-12,-5,0,-16,-10,13
2020-05-11,ZW,-37,-31,-27,-54,-31,30
2020-05-12,AE,-50,-20,-66,-61,-43,28
2020-05-12,AF,-38,-14,-19,-41,-32,13
2020-05-12,AG,-39,-28,-31,-63,-46,26
2020-05-12,AO,-33,-16,-21,-49,-28,20
2020-05-12,AR,-70,-21,-88,-51,-36,19
2020-05-12,AR_B,-71,-21,-90,-46,-40,20
2020-05-12,AR_L,-65,-13,-82,-31,-19,15
2020-05-12,AR_R,-79,-41,-87,-89,-36,22
2020-05-12,AR_T,-63,-10,-77,-78,-25,14
2020-05-12,AR_W,-65,-24,-82,-66,-18,13
2020-05-12,AR_Y,-59,-8,-84,-62,-14,12
2020-05-12,AT,-39,-9,-4,-41,-35,13
2020-05-12,AU,-31,-4,-30,-52,-28,15
2020-05-12,AU_ACT,-38,-8,-12,-53,-37,19
2020-05-12,AU_NSW,-33,-4,-29,-52,-31,16
2020-05-12,AU_NT,-14,7,-2,-26,7,6
2020-05-12,AU_QLD,-26,-2,-19,-50,-21,12
2020-05-12,AU_SA,-25,-1,-28,-39,-14,11
2020-05-12,AU_TAS,-43,-17,-67,-56,-23,14
2020-05-12,AU_VIC,-38,-10,-41,-65,-38,19
2020-05-12,AU_WA,-22,1,-18,-44,-14,11
2020-05-12,AW,-50,-21,-28,-53,-43,23
2020-05-12,BA,-32,1,1,-32,-26,9
2020-05-12,BB,-60,-43,-42,-59,-52,25
2020-05-12,BD,-56,-35,-30,-54,-40,19
2020-05-12,BE,-40,-11,6,-50,-47,19
2020-05-12,BF,-11,-6,-10,-21,-5,10
2020-05-12,BG,-23,-6,25,-34,-31,9
2020-05-12,BH,-37,-16,-31,-30,-23,19
2020-05-12,BJ,-13,-2,-1,-15,-7,5
2020-05-12,BO,-75,-63,-66,-73,-65,33
2020-05-12,BR,-51,-11,-49,-48,-31,16
2020-05-12,BS,-41,-13,-24,-69,-46,22
2020-05-12,BW,-44,-36,-22,-67,-50,33
2020-05-12,BY,-20,-6,-14,-25,-19,8
2020-05-12,BZ,-39,-22,-34,-54,-43,18
2020-05-12,CA,-41,-11,20,-61,-51,20
2020-05-12,CA_AB,-36,-7,22,-61,-47,18
2020-05-12,CA_BC,-41,-7,45,-57,-48,19
2020-05-12,CA_MB,-26,0,73,-49,-40,15
2020-05-12,CA_NB,-28,-15,-2,-48,-46,17
2020-05-12,CA_NL,-35,-19,4,-59,-51,16
2020-05-12,CA_NS,-40,-19,10,-64,-55,19
2020-05-12,CA_NT,,,,-32,-39,
2020-05-12,CA_NU,,,,,-20,
2020-05-12,CA_ON,-46,-14,0,-63,-56,22
2020-05-12,CA_PE,-41,-15,,,-45,16
2020-05-12,CA_QC,-40,-13,30,-62,-50,20
2020-05-12,CA_SK,-29,-5,72,-45,-41,14
2020-05-12,CA_YT,,,,,-37,
2020-05-12,CH,-33,1,3,-33,-27,14
2020-05-12,CH_AG,-20,9,48,-23,-23,12
2020-05-12,CH_AI,,,,,-7,
2020-05-12,CH_AR,,,,-21,-15,
2020-05-12,CH_BL,-17,12,,-21,-25,12
2020-05-12,CH_FR,-30,0,15,-35,-29,14
2020-05-12,CH_GE,-45,-9,0,-50,-42,18
2020-05-12,CH_GL,,,,0,-11,
2020-05-12,CH_GR,-52,-17,-33,-44,-24,8
2020-05-12,CH_JU,-26,4,,-26,-26,12
2020-05-12,CH_LU,-26,3,-19,-30,-21,12
2020-05-12,CH_NE,-29,-4,,-25,-34,14
2020-05-12,CH_NW,,,,-25,-18,
2020-05-12,CH_OW,,,,-39,-16,
2020-05-12,CH_SG,-23,9,45,-21,-18,10
2020-05-12,CH_SH,,,,-24,-19,
2020-05-12,CH_SO,-30,11,,-29,-19,11
2020-05-12,CH_SZ,-12,9,,-23,-19,11
2020-05-12,CH_TG,-25,13,,-24,-17,10
2020-05-12,CH_TI,-35,-4,21,-33,-29,13
