date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-02,JP_46,-33,-1,-16,-51,-20,12
2020-05-02,JP_47,-54,-25,-76,-72,-29,20
2020-05-02,KE,-42,-29,-27,-38,-20,19
2020-05-02,KG,-63,-50,-27,-57,-44,12
2020-05-02,KH,-33,-22,-17,-51,-29,10
2020-05-02,KR,-9,10,60,-4,-15,2
2020-05-02,KW,-67,-46,-57,-58,-51,27
2020-05-02,KZ,-59,-41,-21,-44,-41,12
2020-05-02,LA,-46,-27,-20,-58,-13,10
2020-05-02,LB,-51,-20,-19,-68,-34,11
2020-05-02,LI,,,,-44,,
2020-05-02,LK,-84,-82,-56,-77,-53,35
2020-05-02,LT,-43,-9,35,-36,-21,5
2020-05-02,LU,-69,-24,-34,-61,-44,19
2020-05-02,LV,-40,-16,8,-37,-25,6
2020-05-02,LY,-33,-11,-11,-35,-15,12
2020-05-02,MD,-55,-38,-32,-61,-35,11
2020-05-02,MK,-75,-50,-47,-73,-55,16
2020-05-02,ML,-27,-26,-17,-46,-3,12
2020-05-02,MM,-57,-41,-23,-52,-26,17
2020-05-02,MN,2,24,13,5,9,-2
2020-05-02,MT,-62,-11,-21,-41,-39,17
2020-05-02,MU,-79,-62,-80,-83,-52,25
2020-05-02,MX,-59,-21,-52,-57,-33,18
2020-05-02,MX_AGU,-58,-16,-36,-70,-32,16
2020-05-02,MX_BCN,-60,-18,-46,-63,-39,19
2020-05-02,MX_BCS,-69,-31,-64,-77,-48,23
2020-05-02,MX_CAM,-64,-28,-59,-58,-32,19
2020-05-02,MX_CHH,-60,-21,-48,-61,-35,17
2020-05-02,MX_CHP,-58,-24,-46,-56,-24,14
2020-05-02,MX_CMX,-68,-28,-63,-60,-40,21
2020-05-02,MX_COA,-58,-16,-54,-53,-37,16
2020-05-02,MX_COL,-55,-15,-38,-58,-22,15
2020-05-02,MX_DUR,-52,-21,-47,-60,-27,14
2020-05-02,MX_GRO,-64,-29,-61,-62,-28,16
2020-05-02,MX_GUA,-56,-15,-51,-48,-28,16
2020-05-02,MX_HID,-51,-19,-40,-56,-22,16
2020-05-02,MX_JAL,-53,-14,-43,-57,-29,15
2020-05-02,MX_MEX,-53,-16,-41,-53,-31,18
2020-05-02,MX_MIC,-52,-17,-37,-49,-19,13
2020-05-02,MX_MOR,-59,-23,-53,-56,-27,18
2020-05-02,MX_NAY,-64,-28,-58,-52,-32,18
2020-05-02,MX_OAX,-58,-27,-56,-54,-25,14
2020-05-02,MX_PUE,-55,-16,-46,-42,-28,16
2020-05-02,MX_QUE,-60,-19,-56,-43,-35,18
2020-05-02,MX_ROO,-76,-40,-74,-88,-56,28
2020-05-02,MX_SIN,-64,-28,-57,-67,-37,20
2020-05-02,MX_SON,-59,-24,-53,-57,-35,17
2020-05-02,MX_TAB,-67,-37,-54,-62,-38,20
2020-05-02,MX_TAM,-53,-14,-51,-55,-30,15
2020-05-02,MX_TLA,-44,-14,-34,-41,-20,14
2020-05-02,MX_VER,-51,-12,-42,-51,-23,13
2020-05-02,MX_ZAC,-58,-24,-52,-58,-24,14
2020-05-02,MY,-80,-41,-67,-75,-45,33
2020-05-02,MZ,-17,2,-28,-20,-1,8
2020-05-02,NE,-27,-15,-24,-39,-4,12
2020-05-02,NG,-53,-43,-51,-51,-21,21
2020-05-02,NI,-28,-10,-20,-29,-17,9
2020-05-02,NL,-43,-9,5,-53,-16,11
2020-05-02,NO,-16,17,95,-25,-16,4
2020-05-02,NO_03,-39,8,62,-42,-27,6
2020-05-02,NO_11,-19,9,177,-22,-13,2
2020-05-02,NO_15,-6,16,76,-5,-15,3
2020-05-02,NO_18,-11,13,69,-32,-17,1
2020-05-02,NO_30,-1,26,140,-30,-12,4
2020-05-02,NO_34,-8,17,59,-15,-13,4
2020-05-02,NO_38,-1,26,124,-12,-11,3
2020-05-02,NO_42,-2,30,118,14,-11,3
2020-05-02,NO_46,-15,14,73,-4,-15,4
2020-05-02,NO_50,-22,14,54,-39,-19,4
2020-05-02,NO_54,-33,10,86,-36,-18,0
2020-05-02,NP,-74,-62,-50,-67,-42,18
2020-05-02,NZ,-83,-29,-56,-65,-34,18
2020-05-02,OM,-55,-41,-50,-66,-31,19
2020-05-02,PA,-94,-93,-84,-90,-79,43
2020-05-02,PE,-80,-57,-70,-78,-64,33
2020-05-02,PE_AMA,,,-55,-76,-36,
2020-05-02,PE_ANC,-76,-57,-60,-86,-54,28
2020-05-02,PE_ARE,-75,-57,-65,-74,-59,33
2020-05-02,PE_AYA,-73,-64,-66,-84,-50,31
2020-05-02,PE_CAJ,-73,-61,-63,-82,-48,28
2020-05-02,PE_HUV,,,-48,-73,-31,
2020-05-02,PE_ICA,-75,-56,-71,-86,-55,31
2020-05-02,PE_LAL,-79,-52,-65,-76,-58,31
2020-05-02,PE_LAM,-81,-66,-67,-87,-63,32
2020-05-02,PE_LOR,-78,-64,-67,-67,-55,31
2020-05-02,PE_MDD,-68,-57,-69,-63,-42,
2020-05-02,PE_MOQ,-64,-60,-72,-89,-51,
2020-05-02,PE_PAS,,,-51,,-41,
2020-05-02,PE_PIU,-76,-65,-64,-82,-57,29
2020-05-02,PE_PUN,-66,-57,-56,-74,-47,29
2020-05-02,PE_TAC,-76,-56,-74,-81,-58,33
2020-05-02,PE_TUM,-68,-51,-66,-77,-50,
2020-05-02,PE_UCA,-70,-52,-62,-80,-57,31
2020-05-02,PG,-9,12,-14,-35,12,5
2020-05-02,PH,-84,-53,-62,-79,-58,30
2020-05-02,PK,-59,-41,-34,-51,-37,17
2020-05-02,PL,-56,-19,25,-50,-28,8
2020-05-02,PR,-58,-30,-57,-72,-39,19
2020-05-02,PT,-71,-33,-54,-67,-46,22
2020-05-02,PT_20,-70,-30,-47,-81,-37,15
2020-05-02,PT_30,-81,-50,-70,-70,-58,26
2020-05-02,PY,-56,-35,-60,-68,-35,23
2020-05-02,QA,-62,-32,-49,-56,-39,23
2020-05-02,RE,-86,-76,-94,-87,-45,
2020-05-02,RO,-67,-37,-48,-60,-30,11
2020-05-02,RS,-70,-48,-50,-67,-52,14
2020-05-02,RW,-64,-59,-22,-71,-32,25
2020-05-02,SA,-60,-34,-65,-79,-35,21
2020-05-02,SE,-20,-5,81,-27,-12,5
2020-05-02,SG,-67,-22,-69,-67,-54,33
2020-05-02,SI,-81,-90,-1,-41,-47,11
2020-05-02,SK,-59,4,34,-42,-19,6
2020-05-02,SN,-47,-34,-37,-58,-23,17
2020-05-02,SV,-70,-48,-65,-66,-53,27
2020-05-02,TG,-33,-20,-12,-38,-5,16
2020-05-02,TH,-48,-5,-50,-50,-23,15
2020-05-02,TJ,-44,-36,-33,-47,-32,14
2020-05-02,TR,-91,-81,-78,-89,-72,32
2020-05-02,TT,-62,-22,-51,-75,-41,18
2020-05-02,TW,-10,4,13,-25,-5,4
2020-05-02,TZ,-36,-18,-19,-27,-15,11
2020-05-02,UG,-70,-57,-32,-75,-44,31
2020-05-02,US,-34,-4,28,-35,-29,10
2020-05-02,US_AK,-15,10,114,-27,-21,5
2020-05-02,US_AL,-21,8,61,-11,-20,6
2020-05-02,US_AR,-15,12,81,-10,-17,4
2020-05-02,US_AZ,-36,-8,-29,-35,-30,11
2020-05-02,US_CA,-50,-8,-30,-43,-32,14
2020-05-02,US_CO,-38,-10,-10,-46,-32,12
2020-05-02,US_CT,-32,-11,180,-39,-30,10
2020-05-02,US_DC,-62,-18,-23,-64,-41,13
2020-05-02,US_DE,-32,-11,,-26,-28,10
2020-05-02,US_FL,-40,-14,-31,-53,-32,11
2020-05-02,US_GA,-23,-1,46,-36,-25,8
2020-05-02,US_HI,-50,-26,-51,-69,-41,15
2020-05-02,US_IA,-28,16,152,-11,-21,7
2020-05-02,US_ID,-23,2,107,-8,-23,5
2020-05-02,US_IL,-35,-2,85,-28,-28,9
2020-05-02,US_IN,-24,5,204,-3,-28,6
2020-05-02,US_KS,-30,-1,176,-7,-23,7
2020-05-02,US_KY,-24,11,174,-12,-26,6
2020-05-02,US_LA,-30,1,-12,-34,-26,9
2020-05-02,US_MA,-41,-15,100,-52,-37,12
2020-05-02,US_MD,-34,-9,115,-33,-32,11
2020-05-02,US_ME,-31,-7,73,-37,-25,8
2020-05-02,US_MI,-38,-10,160,-31,-35,10
2020-05-02,US_MN,-35,2,112,-39,-29,9
2020-05-02,US_MO,-28,6,123,-14,-24,6
2020-05-02,US_MS,-16,8,28,-15,-22,6
2020-05-02,US_MT,-23,15,93,-13,-25,4
2020-05-02,US_NC,-27,-1,57,-35,-26,8
2020-05-02,US_ND,-27,0,85,-22,-17,7
2020-05-02,US_NE,-29,1,75,-5,-23,9
2020-05-02,US_NH,-32,-11,80,-33,-30,9
2020-05-02,US_NJ,-50,-13,122,-52,-36,13
2020-05-02,US_NM,-35,-3,-1,-24,-30,10
2020-05-02,US_NV,-41,-8,-44,-47,-48,13
2020-05-02,US_NY,-51,-10,63,-54,-38,13
2020-05-02,US_OH,-28,1,222,-9,-28,7
2020-05-02,US_OK,-16,13,73,-1,-20,5
2020-05-02,US_OR,-41,-10,-17,-36,-32,11
2020-05-02,US_PA,-37,-8,117,-35,-31,10
2020-05-02,US_RI,-33,-8,140,-41,-32,11
2020-05-02,US_SC,-23,4,35,-19,-25,7
2020-05-02,US_SD,-24,11,115,-7,-21,7
2020-05-02,US_TN,-20,7,80,-13,-22,5
2020-05-02,US_TX,-30,-5,-3,-32,-26,10
2020-05-02,US_UT,-30,-8,85,-30,-25,7
2020-05-02,US_VA,-33,-3,68,-32,-29,9
2020-05-02,US_VT,-40,-18,100,-49,-36,9
2020-05-02,US_WA,-43,-12,-20,-46,-35,13
2020-05-02,US_WI,-34,4,193,-12,-25,8
2020-05-02,US_WV,-22,7,81,-5,-24,5
2020-05-02,US_WY,-22,1,46,7,-21,7
2020-05-02,UY,-48,-19,-62,-50,-25,15
2020-05-02,VE,-56,-35,-51,-54,-25,16
2020-05-02,VN,-30,-1,-30,-20,-34,13
2020-05-02,YE,-15,-7,-17,-17,-14,7
2020-05-02,ZA,-54,-22,-51,-60,-35,20
2020-05-02,ZM,-17,-6,-1,-20,0,12
2020-05-02,ZW,-55,-39,-39,-69,-40,29
2020-05-03,AE,-51,-22,-68,-65,-45,27
2020-05-03,AF,-49,-30,-27,-49,-38,16
2020-05-03,AG,-56,-32,-41,-78,-50,
2020-05-03,AO,-53,-27,-40,-63,-4,19
2020-05-03,AR,-86,-48,-95,-71,-42,24
2020-05-03,AR_B,-86,-47,-96,-69,-46,23
2020-05-03,AR_L,-83,-46,-90,-73,-36,22
2020-05-03,AR_R,-96,-91,-95,-96,-57,28
2020-05-03,AR_T,-81,-31,-87,-85,-28,22
2020-05-03,AR_W,-83,-49,-92,-86,-29,20
2020-05-03,AR_Y,-86,-43,-90,-86,-26,22
2020-05-03,AT,-72,-32,-1,-49,-31,7
2020-05-03,AU,-34,-6,-20,-52,-29,11
2020-05-03,AU_ACT,-33,-1,59,-45,-27,9
2020-05-03,AU_NSW,-35,-3,-18,-50,-30,11
2020-05-03,AU_NT,-18,8,28,-37,-21,4
2020-05-03,AU_QLD,-23,0,-7,-52,-27,8
2020-05-03,AU_SA,-31,-7,-22,-48,-24,9
2020-05-03,AU_TAS,-48,-22,-70,-64,-28,14
2020-05-03,AU_VIC,-42,-12,-50,-63,-34,15
2020-05-03,AU_WA,-28,-10,-9,-50,-21,9
2020-05-03,AW,-65,-33,-35,-68,-50,
2020-05-03,BA,-69,-41,-25,-54,-42,11
2020-05-03,BB,-76,-58,-72,-84,-56,17
2020-05-03,BD,-67,-48,-35,-65,-47,22
2020-05-03,BE,-69,-36,-13,-55,-33,13
2020-05-03,BF,-27,-21,-18,-48,12,10
2020-05-03,BG,-58,-27,-27,-55,-24,8
2020-05-03,BH,-42,-17,-31,-37,-41,22
2020-05-03,BJ,-29,-20,-13,-33,0,12
2020-05-03,BO,-90,-90,-87,-90,-63,33
2020-05-03,BR,-65,-21,-62,-54,-21,13
2020-05-03,BS,-95,-97,-80,-96,-75,28
2020-05-03,BW,-65,-55,-27,-82,-23,31
2020-05-03,BY,-26,-5,56,-19,-6,-2
2020-05-03,BZ,-68,-49,-52,-74,-44,14
2020-05-03,CA,-51,-32,47,-54,-35,11
2020-05-03,CA_AB,-44,-20,-1,-55,-34,10
2020-05-03,CA_BC,-45,-16,43,-53,-38,11
2020-05-03,CA_MB,-39,-16,18,-53,-30,8
2020-05-03,CA_NB,-19,-9,223,-29,-25,3
2020-05-03,CA_NL,-31,-14,-12,-65,-20,6
2020-05-03,CA_NS,-13,2,307,-33,-23,2
2020-05-03,CA_NT,,,,,-30,
2020-05-03,CA_ON,-49,-21,62,-52,-36,11
2020-05-03,CA_PE,-17,0,,,-17,
2020-05-03,CA_QC,-74,-69,40,-62,-39,13
2020-05-03,CA_SK,-33,-10,65,-49,-26,7
2020-05-03,CH,-68,,41,-38,-30,9
2020-05-03,CH_AG,-58,,95,-18,-24,8
2020-05-03,CH_AR,,,,-14,,
2020-05-03,CH_BL,-56,,,-24,-21,
2020-05-03,CH_FR,-70,4,14,-32,-22,
2020-05-03,CH_GE,-70,,41,-71,-32,13
2020-05-03,CH_GL,,,,-5,,
2020-05-03,CH_GR,-85,-67,-18,-59,-53,
2020-05-03,CH_JU,,,,-26,-24,
2020-05-03,CH_LU,-69,,13,-34,-30,9
2020-05-03,CH_NE,-65,,,-16,-26,
2020-05-03,CH_NW,,,-20,-50,,
2020-05-03,CH_OW,,,,-44,,
2020-05-03,CH_SG,-65,,81,-17,-22,8
2020-05-03,CH_SH,,,,-19,-28,
2020-05-03,CH_SO,-61,,95,-30,-22,
2020-05-03,CH_SZ,,,54,-24,-28,
2020-05-03,CH_TG,-56,,125,-3,-19,
2020-05-03,CH_TI,-70,-41,22,-27,-30,11
2020-05-03,CH_UR,,,,-50,,
2020-05-03,CH_VD,-67,-18,15,-39,-33,12
2020-05-03,CH_VS,-80,-52,-40,-57,-44,13
2020-05-03,CI,-33,-19,-26,-38,-1,14
2020-05-03,CL,-64,-39,-69,-57,-33,19
2020-05-03,CL_AI,-69,-43,-75,-88,-28,
2020-05-03,CL_AN,-50,-37,-65,-54,-26,15
2020-05-03,CL_AP,-79,-61,-87,-76,-42,20
2020-05-03,CL_AT,-59,-36,-66,-70,-20,23
2020-05-03,CL_CO,-71,-49,-81,-65,-30,17
2020-05-03,CL_LI,-56,-38,-62,-49,-21,17
2020-05-03,CL_LL,-69,-51,-76,-70,-28,21
2020-05-03,CL_LR,-77,-54,-81,-77,-34,22
2020-05-03,CL_ML,-62,-42,-65,-55,-22,20
2020-05-03,CL_NB,-64,-51,-66,-85,-49,
2020-05-03,CL_TA,-61,-39,-69,-42,-27,16
2020-05-03,CL_VS,-70,-49,-79,-65,-33,16
2020-05-03,CM,-26,-22,-26,-25,-2,10
2020-05-03,CO,-80,-64,-75,-73,-47,23
2020-05-03,CO_AMA,,,-81,,,
2020-05-03,CO_ANT,-76,-51,-70,-75,-41,21
2020-05-03,CO_ARA,-78,-81,-71,-56,-47,
2020-05-03,CO_CAL,-86,-78,-78,-93,-50,24
2020-05-03,CO_CAS,-75,-60,-65,-64,-35,25
2020-05-03,CO_CAU,-82,-74,-71,-67,-40,23
2020-05-03,CO_CAU,-77,-54,-76,-70,-44,22
2020-05-03,CO_CES,-77,-58,-67,-83,-39,21
2020-05-03,CO_CUN,-89,-84,-86,-77,-52,27
2020-05-03,CO_GUV,,,-77,,-34,
2020-05-03,CO_HUI,-88,-87,-83,,-53,25
2020-05-03,CO_LAG,-75,-61,-69,-79,-40,19
2020-05-03,CO_MAG,-88,-86,-86,-89,-58,23
2020-05-03,CO_MET,-80,-69,-71,-61,-46,27
2020-05-03,CO_PUT,-81,-86,-80,,-53,
2020-05-03,CO_RIS,-81,-59,-80,-86,-50,24
2020-05-03,CO_SAN,-88,-87,-82,-87,-58,26
2020-05-03,CO_SUC,-74,-51,-62,-92,-27,17
2020-05-03,CO_TOL,-90,-88,-79,-91,-59,27
2020-05-03,CO_VAC,-77,-54,-76,-70,-44,22
2020-05-03,CO_VID,,,-46,,,
2020-05-03,CR,-65,-36,-66,-60,-37,18
2020-05-03,CV,-60,-50,-56,-80,-36,
2020-05-03,CZ,-53,-5,9,-38,-14,4
2020-05-03,DE,-57,4,43,-37,-18,6
2020-05-03,DE_BB,-48,0,48,-29,-6,4
2020-05-03,DE_BE,-70,,12,-48,-21,7
2020-05-03,DE_BW,-54,22,66,-32,-22,6
2020-05-03,DE_BY,-60,8,29,-46,-24,8
2020-05-03,DE_HB,-71,-23,61,-55,-20,7
2020-05-03,DE_HE,-55,15,73,-54,-21,6
2020-05-03,DE_HH,-72,-5,41,-53,-25,8
2020-05-03,DE_MV,-51,10,10,-26,-4,3
2020-05-03,DE_NI,-58,-4,45,-30,-18,6
2020-05-03,DE_NW,-55,7,71,-36,-17,6
2020-05-03,DE_RP,-47,19,64,-40,-19,6
2020-05-03,DE_SH,-51,-4,23,-27,-17,6
2020-05-03,DE_SL,-59,-16,60,-48,-20,6
2020-05-03,DE_SN,-57,4,42,-33,-6,4
2020-05-03,DE_ST,-52,-4,16,-35,-1,3
2020-05-03,DE_TH,-50,12,47,-16,-7,3
2020-05-03,DK,-20,-7,106,-35,-9,4
2020-05-03,DO,-70,-50,-63,-79,-43,18
2020-05-03,EC,-84,-76,-79,-81,-52,25
2020-05-03,EE,-43,-13,63,-29,-19,3
2020-05-03,EG,-52,-6,-39,-45,-29,13
2020-05-03,ES,-83,-44,-44,-64,-52,18
2020-05-03,ES_AN,-84,-52,-54,-71,-50,17
2020-05-03,ES_AS,-82,-39,-34,-44,-50,18
2020-05-03,ES_CB,-83,-40,-46,-61,-48,19
2020-05-03,ES_CE,-88,,-57,,-51,
2020-05-03,ES_CM,-83,-47,-44,-68,-49,17
2020-05-03,ES_CN,-88,-57,-71,-75,-56,18
2020-05-03,ES_CT,-83,-46,-40,-60,-52,18
2020-05-03,ES_EX,-81,-29,-42,-64,-43,17
2020-05-03,ES_GA,-80,-44,-29,-60,-47,19
2020-05-03,ES_IB,-80,-36,-40,-72,-49,18
2020-05-03,ES_MC,-84,-52,-54,-64,-47,19
2020-05-03,ES_MD,-86,,-41,-69,-57,19
2020-05-03,ES_ML,-79,,-50,-76,-43,
2020-05-03,ES_NC,-79,-33,-31,-71,-50,18
2020-05-03,ES_PV,-79,-30,-28,-49,-52,17
2020-05-03,ES_RI,-80,-36,-35,-64,-51,17
2020-05-03,ES_VC,-85,-58,-55,-67,-55,19
2020-05-03,FI,-41,-11,94,-52,-16,4
2020-05-03,FJ,-30,-12,-12,-52,-11,11
2020-05-03,FR,-81,-56,-67,-76,-39,16
2020-05-03,FR_ARA,-80,-59,-62,-78,-39,16
2020-05-03,FR_BFC,-79,-63,-55,-80,-36,15
2020-05-03,FR_BRE,-78,-60,-67,-74,-37,15
2020-05-03,FR_COR,-80,-52,-65,-73,-36,14
2020-05-03,FR_CVL,-78,-57,-66,-80,-35,14
2020-05-03,FR_GES,-80,-58,-54,-77,-40,14
2020-05-03,FR_HDF,-80,-54,-69,-79,-35,14
2020-05-03,FR_IDF,-87,-53,-80,-77,-49,18
2020-05-03,FR_NAQ,-79,-61,-63,-74,-34,15
2020-05-03,FR_NOR,-79,-57,-67,-84,-36,15
2020-05-03,FR_OCC,-79,-55,-57,-77,-33,15
2020-05-03,FR_PAC,-82,-52,-73,-75,-39,15
2020-05-03,FR_PDL,-80,-63,-62,-80,-37,16
2020-05-03,GA,-38,-25,-26,-44,-6,16
2020-05-03,GB,-79,-37,-21,-64,-46,14
2020-05-03,GE,-63,-37,-15,-52,-36,11
2020-05-03,GH,-39,-27,-28,-39,-5,16
2020-05-03,GR,-71,14,-7,-59,-33,15
2020-05-03,GT,-59,-37,-51,-62,-29,16
2020-05-03,GW,,,,,-12,
2020-05-03,HK,-22,1,-13,-31,-16,11
2020-05-03,HN,-86,-81,-66,-85,-49,20
2020-05-03,HR,-72,-80,16,-51,-35,7
2020-05-03,HT,-38,-34,-18,-50,-14,7
2020-05-03,HU,-43,-15,-9,-34,-14,4
2020-05-03,ID,-48,-28,-55,-65,-14,17
2020-05-03,ID_AC,-31,-17,-49,-57,-1,11
2020-05-03,ID_BA,-52,-39,-71,-82,-33,18
2020-05-03,ID_BB,-53,-27,-57,-82,-13,17
2020-05-03,ID_BE,-36,-21,-52,-64,-4,12
2020-05-03,ID_BT,-48,-27,-50,-72,-18,17
2020-05-03,ID_GO,-45,-28,-38,-65,-7,14
2020-05-03,ID_JA,-42,-24,-43,-67,-4,13
2020-05-03,ID_JB,-51,-29,-54,-65,-15,18
2020-05-03,ID_JI,-42,-25,-59,-67,-11,17
2020-05-03,ID_JK,-64,-34,-68,-68,-29,19
2020-05-03,ID_JT,-39,-24,-54,-65,-6,16
2020-05-03,ID_KB,-52,-30,-47,-62,-12,13
2020-05-03,ID_KI,-45,-20,-46,-67,-10,13
2020-05-03,ID_KR,-49,-27,-56,-80,-21,16
2020-05-03,ID_KS,-46,-29,-54,-67,-9,15
2020-05-03,ID_KT,-43,-27,-49,-56,-6,12
2020-05-03,ID_KU,-50,-29,-50,-62,-13,12
2020-05-03,ID_LA,-36,-17,-45,-53,-3,13
2020-05-03,ID_MA,-44,-29,-31,-70,-12,11
2020-05-03,ID_MU,-42,-18,-36,-56,-3,11
2020-05-03,ID_NB,-47,-29,-57,-69,-11,16
2020-05-03,ID_NT,-40,-23,-23,-64,-3,10
2020-05-03,ID_PA,-53,-42,-51,-64,-19,14
2020-05-03,ID_PB,-42,-28,-50,-67,-14,14
2020-05-03,ID_RI,-44,-30,-32,-67,-8,15
2020-05-03,ID_SA,-53,-29,-45,-69,-14,15
2020-05-03,ID_SB,-50,-28,-64,-67,-11,16
2020-05-03,ID_SN,-57,-33,-43,-74,-17,18
2020-05-03,ID_SR,-41,-33,-60,-72,-5,14
2020-05-03,ID_SS,-48,-28,-44,-59,-10,15
2020-05-03,ID_ST,-42,-25,-26,-68,-3,12
2020-05-03,ID_SU,-50,-34,-59,-63,-11,17
2020-05-03,IE,-77,-21,-11,-59,-41,17
2020-05-03,IL,-49,-5,-8,-39,-40,20
2020-05-03,IN,-85,-46,-67,-63,-37,21
2020-05-03,IN_AN,-91,,-74,-84,-24,
2020-05-03,IN_AP,-84,-42,-65,-56,-28,21
2020-05-03,IN_AR,-67,-30,-18,-57,-5,13
2020-05-03,IN_AS,-81,-41,-31,-60,-23,17
2020-05-03,IN_BR,-77,-18,-22,-55,-21,11
2020-05-03,IN_CH,-95,-85,-99,-85,-62,27
2020-05-03,IN_CT,-79,-29,-63,-66,-19,17
2020-05-03,IN_DD,-83,-55,-89,-53,-23,23
2020-05-03,IN_DL,-90,-68,-97,-80,-67,24
2020-05-03,IN_DN,-69,-1,-75,-71,-20,21
2020-05-03,IN_GA,-77,-50,-78,-52,-26,19
2020-05-03,IN_GJ,-88,-57,-74,-62,-46,26
2020-05-03,IN_HP,-73,-39,-45,-35,-13,13
2020-05-03,IN_HR,-83,-48,-90,-70,-39,20
2020-05-03,IN_JH,-80,-41,-57,-60,-25,17
2020-05-03,IN_JK,-6,110,216,169,176,15
2020-05-03,IN_KA,-83,-43,-74,-54,-34,19
2020-05-03,IN_KL,-86,-39,-31,-52,-14,25
2020-05-03,IN_LD,,,19,,-11,
2020-05-03,IN_MH,-88,-57,-79,-72,-50,25
2020-05-03,IN_ML,-78,-56,-32,-44,-14,16
2020-05-03,IN_MN,-81,-31,-24,-31,-18,11
2020-05-03,IN_MP,-83,-49,-73,-65,-35,20
2020-05-03,IN_MZ,-76,-2,-20,-35,-19,8
2020-05-03,IN_NL,-75,-27,-59,-62,-8,12
2020-05-03,IN_OR,-81,-38,-43,-58,-22,17
2020-05-03,IN_PB,-85,-53,-78,-70,-37,19
2020-05-03,IN_PY,-87,-57,-83,-54,-29,26
2020-05-03,IN_RJ,-82,-37,-80,-64,-36,19
2020-05-03,IN_SK,-76,-61,-48,-70,-15,14
2020-05-03,IN_TG,-88,-45,-71,-65,-42,21
2020-05-03,IN_TN,-86,-50,-53,-59,-35,22
2020-05-03,IN_TR,-80,-29,-20,-54,-12,15
2020-05-03,IN_UP,-83,-38,-62,-69,-36,18
2020-05-03,IN_UT,-78,-43,-67,-62,-30,20
2020-05-03,IN_WB,-86,-38,-58,-66,-34,20
2020-05-03,IQ,-29,-8,-19,-32,-22,13
2020-05-03,IT,-89,-71,-75,-76,-46,21
2020-05-03,IT_25,-92,-66,-82,-82,-50,22
2020-05-03,IT_34,-86,-89,-63,-71,-43,20
2020-05-03,IT_42,-82,-61,-63,-64,-40,18
2020-05-03,IT_45,-90,-66,-80,-81,-46,22
2020-05-03,IT_52,-83,-62,-57,-65,-41,20
2020-05-03,IT_55,-91,-80,-78,-72,-43,22
2020-05-03,IT_57,-90,-75,-86,-78,-49,24
2020-05-03,IT_62,-89,-63,-81,-80,-46,21
2020-05-03,IT_65,-90,-90,-76,-83,-49,21
2020-05-03,IT_67,-89,-68,-76,-73,-45,20
2020-05-03,IT_72,-90,-67,-82,-81,-49,21
2020-05-03,IT_75,-87,-72,-72,-80,-47,21
2020-05-03,IT_77,-89,-83,-70,-80,-45,19
2020-05-03,IT_78,-89,-70,-75,-83,-42,18
2020-05-03,IT_82,-93,-90,-82,-82,-54,22
2020-05-03,IT_88,-93,-90,-82,-77,-43,20
2020-05-03,JM,-60,-38,-62,-57,-35,14
2020-05-03,JO,-41,-20,-35,-82,-45,17
2020-05-03,JP,-45,-9,-19,-58,-30,12
2020-05-03,JP_01,-39,-7,30,-49,-27,8
2020-05-03,JP_02,-32,-2,33,-40,-22,7
2020-05-03,JP_03,-28,-3,27,-46,-23,8
2020-05-03,JP_04,-41,-8,7,-62,-31,11
2020-05-03,JP_05,-27,-2,89,-37,-23,7
2020-05-03,JP_06,-34,-5,28,-53,-26,8
2020-05-03,JP_07,-35,-8,6,-53,-26,11
2020-05-03,JP_08,-38,-7,-5,-60,-25,11
2020-05-03,JP_09,-41,-10,-14,-62,-26,11
2020-05-03,JP_10,-39,-10,-9,-59,-25,11
2020-05-03,JP_11,-43,-7,4,-60,-32,13
2020-05-03,JP_12,-45,-6,10,-59,-31,13
2020-05-03,JP_13,-60,-8,-8,-64,-40,15
2020-05-03,JP_14,-49,-6,0,-56,-35,13
2020-05-03,JP_15,-32,-7,20,-57,-23,8
2020-05-03,JP_16,-41,-6,3,-50,-29,11
2020-05-03,JP_17,-43,-5,-6,-66,-31,12
2020-05-03,JP_18,-40,-6,-17,-50,-27,11
2020-05-03,JP_19,-37,-7,-36,-67,-23,11
2020-05-03,JP_20,-39,-7,-18,-67,-24,10
2020-05-03,JP_21,-42,-6,-36,-59,-26,12
2020-05-03,JP_22,-43,-7,-26,-66,-28,12
2020-05-03,JP_23,-41,-7,-8,-63,-29,13
2020-05-03,JP_24,-38,-7,-35,-65,-26,12
2020-05-03,JP_25,-36,-4,-30,-67,-28,11
2020-05-03,JP_26,-47,-8,-31,-66,-33,13
2020-05-03,JP_27,-52,-11,-26,-63,-33,13
2020-05-03,JP_29,-37,-5,-24,-61,-28,11
2020-05-03,JP_30,-34,-7,-20,-56,-23,11
2020-05-03,JP_31,-33,-3,-39,-59,-24,10
2020-05-03,JP_32,-36,-7,-34,-57,-25,11
2020-05-03,JP_33,-42,-14,-57,-68,-27,12
2020-05-03,JP_34,-52,-21,-68,-69,-33,14
2020-05-03,JP_35,-45,-21,-68,-71,-29,14
2020-05-03,JP_36,-36,-8,-39,-64,-19,11
2020-05-03,JP_37,-48,-13,-56,-72,-28,14
2020-05-03,JP_38,-39,-10,-46,-62,-25,13
2020-05-03,JP_40,-50,-21,-62,-71,-34,15
