date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-15,US_CT_09009,9.47,,,-29,-13,39,-37,-44,19
2020-05-15,US_CT_09011,11.31,,,-37,-10,84,,-41,19
2020-05-15,US_CT_09013,12.82,,,-36,-10,,-22,-49,21
2020-05-15,US_CT_09015,17.36,,,-14,-4,31,-39,-37,17
2020-05-15,US_DC,,,,-58,-23,-37,-71,-64,25
2020-05-15,US_DE,25.55,,,-27,-9,49,-40,-43,17
2020-05-15,US_DE_10001,26.55,,,-20,-8,,-27,-39,14
2020-05-15,US_DE_10003,17.26,,,-32,-11,,-44,-49,20
2020-05-15,US_DE_10005,57.77,,,-17,1,140,-14,-32,13
2020-05-15,US_FL,-6.84,,,-33,-14,-34,-50,-39,17
2020-05-15,US_FL_12001,-1.43,,,-34,-14,-23,-40,-41,17
2020-05-15,US_FL_12003,60.17,,,-4,10,,,-29,
2020-05-15,US_FL_12005,118.28,,,-3,3,42,-20,-25,9
2020-05-15,US_FL_12007,36.92,,,-22,8,,,-29,
2020-05-15,US_FL_12009,7.14,,,-26,-11,-18,-27,-36,14
2020-05-15,US_FL_12011,-23.43,,,-46,-23,-60,-67,-46,25
2020-05-15,US_FL_12013,,,,,,,,-26,
2020-05-15,US_FL_12015,-4.42,,,-32,-12,-38,-20,-30,11
2020-05-15,US_FL_12017,23.06,,,-19,-7,-9,,-27,9
2020-05-15,US_FL_12019,31.86,,,-16,2,1,,-37,14
2020-05-15,US_FL_12021,-18.2,,,-41,-25,-66,-36,-35,15
2020-05-15,US_FL_12023,39.36,,,-15,-1,-14,-9,-26,10
2020-05-15,US_FL_12027,13.66,,,-23,-7,-37,,-23,8
2020-05-15,US_FL_12029,,,,,,,,-15,
2020-05-15,US_FL_12031,16.49,,,-20,-3,16,-32,-39,14
2020-05-15,US_FL_12033,51.29,,,-16,2,57,-13,-30,10
2020-05-15,US_FL_12035,19.33,,,-21,-8,-16,,-35,12
2020-05-15,US_FL_12037,,,,,,,,-19,
2020-05-15,US_FL_12039,35.25,,,-18,-3,,-20,-30,13
2020-05-15,US_FL_12041,92.25,,,,,,,-25,
2020-05-15,US_FL_12043,4.54,,,,,-73,,-20,
2020-05-15,US_FL_12045,91.82,,,,,,,-26,
2020-05-15,US_FL_12047,71.19,,,,,,-25,-19,
2020-05-15,US_FL_12049,23.64,,,-29,-13,-30,,-28,
2020-05-15,US_FL_12051,10.22,,,-22,-14,-54,,-28,12
2020-05-15,US_FL_12053,28.9,,,-14,-2,-10,,-34,12
2020-05-15,US_FL_12055,5.84,,,-31,-11,-47,,-25,8
2020-05-15,US_FL_12057,-8,,,-28,-13,-19,-52,-42,17
2020-05-15,US_FL_12059,90.15,,,,,,,-25,
2020-05-15,US_FL_12061,1.55,,,-30,-18,-25,-29,-33,13
2020-05-15,US_FL_12063,49.49,,,-9,-1,,-11,-23,9
2020-05-15,US_FL_12065,38.76,,,,,,-34,-31,
2020-05-15,US_FL_12067,,,,,,,,-24,
2020-05-15,US_FL_12069,20.87,,,-23,-8,-21,-38,-34,13
2020-05-15,US_FL_12071,-16.13,,,-35,-16,-49,-58,-35,14
2020-05-15,US_FL_12073,-6.93,,,-28,-10,27,-47,-45,19
2020-05-15,US_FL_12075,39.81,,,-6,-4,-3,,-26,8
2020-05-15,US_FL_12077,,,,,,,,-34,
2020-05-15,US_FL_12079,45.76,,,,,,-14,-18,
2020-05-15,US_FL_12081,1.33,,,-32,-13,-21,-37,-32,14
2020-05-15,US_FL_12083,22.39,,,-20,-5,-19,-11,-26,10
2020-05-15,US_FL_12085,0.39,,,-33,-19,-43,-33,-34,15
2020-05-15,US_FL_12086,-29.6,,,-46,-24,-69,-64,-43,25
2020-05-15,US_FL_12087,-62.19,,,-57,-37,-69,-68,-40,15
2020-05-15,US_FL_12089,58.25,,,-15,-1,38,,-29,11
2020-05-15,US_FL_12091,72.36,,,-10,3,60,-27,-29,11
2020-05-15,US_FL_12093,4.48,,,-27,-12,-47,-64,-26,10
2020-05-15,US_FL_12095,-22.67,,,-45,-20,-66,-70,-46,19
2020-05-15,US_FL_12097,-17.93,,,-35,-19,-29,-45,-45,19
2020-05-15,US_FL_12099,-17.28,,,-38,-19,-51,-52,-40,20
2020-05-15,US_FL_12101,11.05,,,-20,-6,-15,-8,-37,14
2020-05-15,US_FL_12103,-0.02,,,-29,-10,9,-33,-38,15
2020-05-15,US_FL_12105,7.84,,,-22,-11,-22,-19,-35,14
2020-05-15,US_FL_12107,41.54,,,-9,1,-8,,-28,9
2020-05-15,US_FL_12109,27.73,,,-19,0,-9,-13,-43,15
2020-05-15,US_FL_12111,8.33,,,-28,-14,-41,-21,-35,16
2020-05-15,US_FL_12113,63.8,,,0,8,68,,-30,11
2020-05-15,US_FL_12115,-12.44,,,-37,-20,-49,-36,-32,13
2020-05-15,US_FL_12117,6.1,,,-27,-10,-11,-44,-46,19
2020-05-15,US_FL_12119,-4.62,,,-34,-17,-41,-9,-29,9
2020-05-15,US_FL_12121,39.76,,,-16,0,,-10,-27,8
2020-05-15,US_FL_12123,66.84,,,-6,13,,,-21,
2020-05-15,US_FL_12125,,,,,,,,-25,
2020-05-15,US_FL_12127,27.93,,,-22,-6,-1,-30,-36,13
2020-05-15,US_FL_12129,75.15,,,0,6,,,-39,14
2020-05-15,US_FL_12131,117.16,,,-13,-1,26,-12,-26,8
2020-05-15,US_FL_12133,98.18,,,-16,16,,,-28,
2020-05-15,US_GA,26.85,,,-19,-3,60,-39,-39,13
2020-05-15,US_GA_13001,58.3,,,-10,13,,,-25,
2020-05-15,US_GA_13003,,,,,,,,-22,
2020-05-15,US_GA_13005,,,,,,,,-9,
2020-05-15,US_GA_13009,54.33,,,-6,3,,,-30,9
2020-05-15,US_GA_13011,65.86,,,-5,,,,-25,
2020-05-15,US_GA_13013,52.77,,,-2,2,,,-33,12
2020-05-15,US_GA_13015,47.74,,,-10,8,112,-6,-32,10
2020-05-15,US_GA_13017,,,,-12,8,,,-13,
2020-05-15,US_GA_13019,,,,,,,,-15,
2020-05-15,US_GA_13021,48.18,,,-18,-3,,5,-33,11
2020-05-15,US_GA_13023,,,,,,,,-30,
2020-05-15,US_GA_13025,,,,,,,,-27,
2020-05-15,US_GA_13027,81.62,,,,,,,-22,
2020-05-15,US_GA_13029,58.96,,,-17,-1,,-9,-35,13
2020-05-15,US_GA_13031,24.75,,,-17,-6,,,-33,12
2020-05-15,US_GA_13033,55.35,,,-11,0,,,-21,
2020-05-15,US_GA_13035,73.35,,,-3,3,,-4,-30,
2020-05-15,US_GA_13039,72.16,,,-16,10,29,-3,-29,12
2020-05-15,US_GA_13043,92.12,,,,-2,,,-19,
2020-05-15,US_GA_13045,45.42,,,-7,-6,26,-4,-32,11
2020-05-15,US_GA_13047,70.02,,,-5,7,-6,4,-36,12
2020-05-15,US_GA_13049,,,,,,,,-28,
2020-05-15,US_GA_13051,28.94,,,-19,-1,14,-31,-35,13
2020-05-15,US_GA_13053,-14.68,,,,-29,,,-27,
2020-05-15,US_GA_13055,81.36,,,0,12,,,-32,
2020-05-15,US_GA_13057,40.66,,,-16,-5,,,-42,15
2020-05-15,US_GA_13059,-10.16,,,-31,-10,-33,-54,-45,14
2020-05-15,US_GA_13063,22.58,,,-9,6,55,-81,-37,13
2020-05-15,US_GA_13067,11.1,,,-28,-7,50,-31,-49,17
2020-05-15,US_GA_13069,81.1,,,-6,12,,,-20,7
2020-05-15,US_GA_13071,62.46,,,-16,9,,,-17,8
2020-05-15,US_GA_13073,67.42,,,-6,13,,-12,-39,14
2020-05-15,US_GA_13075,87.67,,,1,,,-6,-22,
2020-05-15,US_GA_13077,56.41,,,-14,-5,,6,-34,13
2020-05-15,US_GA_13079,,,,,,,,-25,
2020-05-15,US_GA_13081,68.24,,,-10,15,,12,-20,
2020-05-15,US_GA_13083,105.44,,,,,,-16,-30,
2020-05-15,US_GA_13085,89.72,,,-9,14,,,-34,
2020-05-15,US_GA_13087,64.31,,,-10,-6,,,-26,
2020-05-15,US_GA_13089,12.42,,,-26,-5,103,-37,-48,17
2020-05-15,US_GA_13091,,,,-10,,,,-30,
2020-05-15,US_GA_13093,63.95,,,,,,-3,-28,
2020-05-15,US_GA_13095,28.07,,,-19,-7,,-18,-31,11
2020-05-15,US_GA_13097,40.59,,,-10,2,,-13,-39,15
2020-05-15,US_GA_13099,,,,,,,,-21,
2020-05-15,US_GA_13103,61.22,,,-1,-6,,,-33,11
2020-05-15,US_GA_13105,48.77,,,,18,,,-18,
2020-05-15,US_GA_13107,82.78,,,-13,,,,-24,
2020-05-15,US_GA_13109,,,,,-1,,,-20,
2020-05-15,US_GA_13111,172.24,,,-2,15,,,-22,
2020-05-15,US_GA_13113,37.64,,,-15,-6,,,-45,16
2020-05-15,US_GA_13115,39.83,,,-11,-3,,,-29,11
2020-05-15,US_GA_13117,35.99,,,-21,-11,,,-52,18
2020-05-15,US_GA_13119,65.06,,,0,0,,-8,-31,
2020-05-15,US_GA_13121,2.7,,,-35,-14,-1,-47,-54,19
2020-05-15,US_GA_13123,107.79,,,-10,-4,,,-22,
2020-05-15,US_GA_13127,60.19,,,-13,-1,54,-15,-33,11
2020-05-15,US_GA_13129,62.14,,,-11,2,,-9,-30,10
2020-05-15,US_GA_13131,51.25,,,-17,,,,-32,
2020-05-15,US_GA_13133,116.39,,,,-2,,,-27,
2020-05-15,US_GA_13135,17.24,,,-24,-4,125,-18,-43,16
2020-05-15,US_GA_13137,52.85,,,-9,2,,,-29,9
2020-05-15,US_GA_13139,48.67,,,-13,-1,,18,-33,11
2020-05-15,US_GA_13141,,,,,,,,-28,
2020-05-15,US_GA_13143,44.62,,,-3,15,0,-5,-31,
2020-05-15,US_GA_13145,81.59,,,,,,,-38,
2020-05-15,US_GA_13147,101.77,,,6,8,,,-29,
2020-05-15,US_GA_13149,,,,,,,,-27,
2020-05-15,US_GA_13151,48.36,,,-12,-4,41,,-39,16
2020-05-15,US_GA_13153,67.53,,,-15,-8,31,,-38,13
2020-05-15,US_GA_13155,,,,,,,,-21,
2020-05-15,US_GA_13157,48.98,,,-1,4,,7,-34,11
2020-05-15,US_GA_13159,62.96,,,,,,,-25,
2020-05-15,US_GA_13161,,,,,,,,-22,
2020-05-15,US_GA_13163,,,,,,,,-21,
2020-05-15,US_GA_13165,,,,,,,,-21,
2020-05-15,US_GA_13167,,,,,,,,-24,
2020-05-15,US_GA_13169,53.72,,,,,,,-39,
2020-05-15,US_GA_13171,14.89,,,,,,,-31,
2020-05-15,US_GA_13173,,,,,,,,-22,
2020-05-15,US_GA_13175,63.88,,,-12,-2,,13,-27,8
2020-05-15,US_GA_13177,66.32,,,-12,,,,-31,
2020-05-15,US_GA_13179,46.47,,,-11,-6,,-18,-25,11
2020-05-15,US_GA_13181,,,,,,,,-19,
2020-05-15,US_GA_13183,,,,,,,,-25,
2020-05-15,US_GA_13185,49.3,,,-14,0,-7,-6,-26,10
2020-05-15,US_GA_13187,52.66,,,-22,5,,,-35,
2020-05-15,US_GA_13189,101.52,,,-1,1,,-3,-24,
2020-05-15,US_GA_13191,81.12,,,,,,,-28,
2020-05-15,US_GA_13193,,,,,,,,-24,
2020-05-15,US_GA_13195,67.26,,,,6,,,-29,
2020-05-15,US_GA_13197,,,,,,,,-25,
2020-05-15,US_GA_13199,72.2,,,,2,,,-26,
2020-05-15,US_GA_13201,,,,,,,,-31,
2020-05-15,US_GA_13205,51.86,,,,-13,,,-27,
2020-05-15,US_GA_13207,68.08,,,-12,,,-7,-29,
2020-05-15,US_GA_13209,,,,,,,,-16,
2020-05-15,US_GA_13211,63.32,,,-5,,,-10,-27,
2020-05-15,US_GA_13213,88.64,,,10,12,,,-30,10
2020-05-15,US_GA_13215,53.33,,,-15,-1,54,-36,-37,13
2020-05-15,US_GA_13217,52.27,,,-6,0,,,-36,12
2020-05-15,US_GA_13219,24.71,,,-15,,,,-40,
2020-05-15,US_GA_13221,,,,,,,,-32,
2020-05-15,US_GA_13223,49.65,,,-10,-9,,,-41,14
2020-05-15,US_GA_13225,48.42,,,-17,15,,-5,-33,
2020-05-15,US_GA_13227,91.61,,,1,13,,,-25,
2020-05-15,US_GA_13229,85.27,,,,,,,-23,
2020-05-15,US_GA_13231,55.93,,,,,,,-31,
2020-05-15,US_GA_13233,60.16,,,-6,7,,,-29,8
2020-05-15,US_GA_13235,,,,,14,,,-30,
2020-05-15,US_GA_13237,97.73,,,-2,,,-50,-27,
2020-05-15,US_GA_13241,178.79,,,3,,,,-17,
2020-05-15,US_GA_13243,,,,,,,,-38,
2020-05-15,US_GA_13245,43.25,,,-18,2,35,-19,-34,12
2020-05-15,US_GA_13247,54.26,,,-13,-1,,,-39,13
2020-05-15,US_GA_13251,,,,,,,,-27,
2020-05-15,US_GA_13253,,,,,,,,-20,
2020-05-15,US_GA_13255,61.38,,,-2,18,,,-26,9
2020-05-15,US_GA_13257,48.04,,,-5,,,,-28,
2020-05-15,US_GA_13261,27.17,,,-10,-2,,,-32,
2020-05-15,US_GA_13263,,,,,,,,-22,
2020-05-15,US_GA_13267,84.05,,,,,,,-19,
2020-05-15,US_GA_13269,,,,,,,,-24,
2020-05-15,US_GA_13271,,,,,,,,-18,
2020-05-15,US_GA_13273,,,,,,,,-24,
2020-05-15,US_GA_13275,57.88,,,-10,10,,,-27,10
2020-05-15,US_GA_13277,49.04,,,-16,-3,,-15,-23,8
2020-05-15,US_GA_13279,97.84,,,-10,1,,,-18,
2020-05-15,US_GA_13281,,,,,,,,-20,
2020-05-15,US_GA_13283,,,,,,,,-27,
2020-05-15,US_GA_13285,72.88,,,-9,3,,0,-32,12
2020-05-15,US_GA_13287,66.55,,,,,,,-19,
2020-05-15,US_GA_13289,52.64,,,,,,,-29,
2020-05-15,US_GA_13291,93.44,,,5,11,,,-25,
2020-05-15,US_GA_13293,40.92,,,-3,0,,,-31,
2020-05-15,US_GA_13295,56.62,,,-2,6,,,-32,10
2020-05-15,US_GA_13297,63.42,,,-4,8,,,-33,10
2020-05-15,US_GA_13299,85.55,,,-6,-2,,,-18,10
2020-05-15,US_GA_13301,,,,,,,,-24,
2020-05-15,US_GA_13303,41.83,,,1,-12,,,-22,
2020-05-15,US_GA_13305,62.34,,,-7,6,,,-16,
2020-05-15,US_GA_13311,119.09,,,3,16,,,-26,
2020-05-15,US_GA_13313,58.07,,,-10,12,30,-6,-30,11
2020-05-15,US_GA_13315,,,,,,,,-29,
2020-05-15,US_GA_13317,,,,,2,,,-23,
2020-05-15,US_GA_13319,,,,,,,,-21,
2020-05-15,US_GA_13321,72.58,,,,,,,-31,
2020-05-15,US_GU,-24.54,,,,,,,,
2020-05-15,US_HI,-47.03,,,-44,-22,-47,-63,-40,19
2020-05-15,US_HI_15001,-64.46,,,-48,-25,-64,-79,-36,15
2020-05-15,US_HI_15003,-35.7,,,-40,-16,-39,-59,-41,21
2020-05-15,US_HI_15007,-81.96,,,-57,-38,-57,-80,-36,17
2020-05-15,US_HI_15009,-70.29,,,-55,-34,-60,-77,-42,18
2020-05-15,US_IA,51.62,,,-16,14,206,-7,-34,10
2020-05-15,US_IA_19001,56.99,,,,,,,-27,
2020-05-15,US_IA_19005,,,,,,,,-23,
2020-05-15,US_IA_19007,,,,,,,,-3,
2020-05-15,US_IA_19011,82.35,,,,,,,-20,
2020-05-15,US_IA_19013,39.43,,,-23,-1,,-9,-37,12
2020-05-15,US_IA_19015,115.67,,,-1,,,,-33,
2020-05-15,US_IA_19017,62.28,,,-27,,,,-36,
2020-05-15,US_IA_19019,83.4,,,,,,,-18,
2020-05-15,US_IA_19021,68.9,,,-8,,,,-26,
2020-05-15,US_IA_19023,,,,,,,,-30,
2020-05-15,US_IA_19025,,,,,,,,-23,
2020-05-15,US_IA_19027,55.7,,,-10,,,,-24,
2020-05-15,US_IA_19029,76.74,,,,,,,-21,
2020-05-15,US_IA_19031,56.37,,,,,,14,-24,
2020-05-15,US_IA_19033,69.87,,,-4,38,,10,-22,9
2020-05-15,US_IA_19035,,,,,,,,-23,
2020-05-15,US_IA_19037,,,,,,,,-21,
2020-05-15,US_IA_19039,,,,,,,-3,-26,
2020-05-15,US_IA_19041,,,,8,,,,-25,
2020-05-15,US_IA_19043,,,,,,,,-19,
2020-05-15,US_IA_19045,70.94,,,-4,24,,,-26,10
2020-05-15,US_IA_19047,,,,,,,,-33,
2020-05-15,US_IA_19049,54.34,,,-35,-9,,,-50,18
2020-05-15,US_IA_19051,,,,,,,,-22,
2020-05-15,US_IA_19055,,,,,,,,-24,
2020-05-15,US_IA_19057,67.43,,,-9,,,,-24,9
2020-05-15,US_IA_19059,190.64,,,27,,,,-28,
2020-05-15,US_IA_19061,59.68,,,-23,23,,-17,-42,12
2020-05-15,US_IA_19063,,,,,,,,-34,
2020-05-15,US_IA_19065,,,,,,,,-20,
2020-05-15,US_IA_19067,41.97,,,,,,19,-24,
2020-05-15,US_IA_19069,55.57,,,,,,,-24,
2020-05-15,US_IA_19071,,,,,,,10,-19,
2020-05-15,US_IA_19073,,,,,,,,-34,
2020-05-15,US_IA_19075,40.08,,,,,,,-29,
2020-05-15,US_IA_19077,,,,,,,,-28,
2020-05-15,US_IA_19079,69.74,,,,,,-2,-22,
2020-05-15,US_IA_19081,,,,,,,,-23,
2020-05-15,US_IA_19083,27.49,,,,,,,-26,
2020-05-15,US_IA_19085,54.2,,,,,,,-30,
2020-05-15,US_IA_19087,46.17,,,-7,,,12,-20,
2020-05-15,US_IA_19089,,,,,,,,-31,
2020-05-15,US_IA_19091,,,,,,,,-28,
2020-05-15,US_IA_19093,,,,,,,,-17,
2020-05-15,US_IA_19095,55.54,,,,,,,-16,
2020-05-15,US_IA_19097,,,,,,,,-25,
2020-05-15,US_IA_19099,70.32,,,-18,,,23,-29,5
2020-05-15,US_IA_19101,,,,,,,,-39,
2020-05-15,US_IA_19103,55.48,,,-30,-11,,-18,-40,15
2020-05-15,US_IA_19105,47.83,,,0,,,,-31,
2020-05-15,US_IA_19107,,,,,,,,-18,
2020-05-15,US_IA_19109,,,,,,,,-24,
2020-05-15,US_IA_19111,52.14,,,-1,12,,,-24,8
2020-05-15,US_IA_19113,54.3,,,-17,24,175,-27,-38,12
2020-05-15,US_IA_19115,,,,,,,,-21,
2020-05-15,US_IA_19117,,,,,,,,-6,
2020-05-15,US_IA_19119,,,,,,,,-28,
2020-05-15,US_IA_19121,77,,,,,,,-34,
2020-05-15,US_IA_19123,35.18,,,-3,,,,-27,
2020-05-15,US_IA_19125,72.28,,,8,,,,-29,
2020-05-15,US_IA_19127,54.4,,,-10,15,,,-33,8
2020-05-15,US_IA_19129,71.25,,,,,,,-32,
2020-05-15,US_IA_19131,,,,,,,,-24,
2020-05-15,US_IA_19133,,,,,,,,-26,
2020-05-15,US_IA_19135,,,,,,,,-21,
2020-05-15,US_IA_19137,,,,,,,,-23,
2020-05-15,US_IA_19139,85.78,,,-19,,,,-39,13
2020-05-15,US_IA_19141,,,,,,,,-23,
2020-05-15,US_IA_19143,,,,,,,,-26,
2020-05-15,US_IA_19145,,,,,,,,-18,
2020-05-15,US_IA_19147,,,,,,,,-25,
2020-05-15,US_IA_19149,46.82,,,-12,,,,-30,
2020-05-15,US_IA_19151,,,,,,,,-31,
2020-05-15,US_IA_19153,42.03,,,-21,11,212,-16,-44,14
2020-05-15,US_IA_19155,41.27,,,-18,17,,2,-34,11
2020-05-15,US_IA_19157,56.61,,,,,,-26,-36,
2020-05-15,US_IA_19161,,,,,,,,-21,
2020-05-15,US_IA_19163,72.14,,,-13,9,,3,-38,13
2020-05-15,US_IA_19165,,,,,,,,-23,
2020-05-15,US_IA_19167,54.55,,,-15,,,,-32,11
2020-05-15,US_IA_19169,4.98,,,-23,-2,,,-42,15
2020-05-15,US_IA_19171,,,,,,,,-27,
2020-05-15,US_IA_19173,,,,,,,,-11,
2020-05-15,US_IA_19175,,,,,,,,-23,
2020-05-15,US_IA_19177,,,,,,,,-21,
2020-05-15,US_IA_19179,43.88,,,7,,,,-23,6
2020-05-15,US_IA_19181,60.82,,,1,17,,,-34,8
2020-05-15,US_IA_19183,53.5,,,,,,,-29,
2020-05-15,US_IA_19187,41.73,,,-8,58,,,-26,7
2020-05-15,US_IA_19189,,,,,,,,-29,
2020-05-15,US_IA_19191,39.85,,,-27,,,,-36,
2020-05-15,US_IA_19193,63.4,,,-18,6,,-2,-31,13
2020-05-15,US_IA_19195,,,,,,,,-29,
2020-05-15,US_IA_19197,,,,,,,,-23,
2020-05-15,US_ID,57.56,,,-18,5,96,-10,-34,10
2020-05-15,US_ID_16001,34.01,,,-30,2,83,-36,-44,15
2020-05-15,US_ID_16005,69.33,,,-22,2,67,-3,-35,10
2020-05-15,US_ID_16009,,,,,,,,-22,
2020-05-15,US_ID_16011,93.25,,,-7,13,,,-29,8
2020-05-15,US_ID_16013,56.15,,,-50,,,-17,-43,
2020-05-15,US_ID_16015,,,,,,,,-38,
2020-05-15,US_ID_16017,90.6,,,-9,,,,-27,7
2020-05-15,US_ID_16019,68.47,,,-14,8,87,-5,-28,10
2020-05-15,US_ID_16021,,,,,,,,-5,
2020-05-15,US_ID_16027,69.38,,,-12,9,72,2,-33,9
2020-05-15,US_ID_16031,114.24,,,7,,,,-27,
2020-05-15,US_ID_16035,,,,,,,,-11,
2020-05-15,US_ID_16039,109.3,,,-16,,,12,-26,11
2020-05-15,US_ID_16041,,,,,,,,-18,
2020-05-15,US_ID_16043,,,,,,,,-24,
2020-05-15,US_ID_16045,,,,-3,,,,-30,
2020-05-15,US_ID_16047,,,,,,,,-7,
2020-05-15,US_ID_16049,,,,,,,,-29,
2020-05-15,US_ID_16051,60.32,,,,-12,,,-21,
2020-05-15,US_ID_16053,116.23,,,5,,,23,-21,
2020-05-15,US_ID_16055,86.02,,,-13,7,151,-11,-30,10
2020-05-15,US_ID_16057,57.91,,,-24,-1,,,-46,13
2020-05-15,US_ID_16059,,,,,,,,-19,
2020-05-15,US_ID_16063,,,,,,,,-29,
2020-05-15,US_ID_16065,17.01,,,-26,19,,,-44,12
2020-05-15,US_ID_16067,100,,,-12,,,5,-13,
2020-05-15,US_ID_16069,86.18,,,-19,-6,,,-29,9
2020-05-15,US_ID_16073,,,,,,,,-20,
2020-05-15,US_ID_16075,71.99,,,-3,,,,-29,
2020-05-15,US_ID_16077,,,,,,,,-27,
2020-05-15,US_ID_16079,,,,,,,,-19,
2020-05-15,US_ID_16081,,,,,,,,-36,
2020-05-15,US_ID_16083,87.18,,,-18,4,,,-29,9
2020-05-15,US_ID_16085,,,,,,,,-36,
2020-05-15,US_ID_16087,,,,,,,,-33,
2020-05-15,US_IL,9.79,,,-34,-6,38,-42,-46,18
2020-05-15,US_IL_17001,44.45,,,-27,-6,,,-29,12
2020-05-15,US_IL_17003,,,,,,,,-26,
2020-05-15,US_IL_17005,49.4,,,,,,-15,-31,
2020-05-15,US_IL_17007,46.59,,,-15,-3,,-32,-40,14
2020-05-15,US_IL_17011,57.65,,,-29,,,,-28,
2020-05-15,US_IL_17015,,,,,,,,-33,
2020-05-15,US_IL_17017,,,,,,,,-24,
2020-05-15,US_IL_17019,36.78,,,-34,-7,80,-29,-46,20
2020-05-15,US_IL_17021,51.61,,,-22,-6,,,-35,
2020-05-15,US_IL_17023,33.57,,,,,,6,-37,
2020-05-15,US_IL_17025,,,,,,,,-40,
2020-05-15,US_IL_17027,37.52,,,-9,,,,-36,
2020-05-15,US_IL_17029,31.58,,,-21,-1,,-48,-38,14
2020-05-15,US_IL_17031,-4.5,,,-39,-10,13,-51,-51,20
2020-05-15,US_IL_17033,,,,,,,,-26,
2020-05-15,US_IL_17035,46.17,,,,,,-11,-32,
2020-05-15,US_IL_17037,22.83,,,-27,-4,,,-43,15
2020-05-15,US_IL_17039,49.4,,,,-3,,,-30,
2020-05-15,US_IL_17041,58.54,,,-24,,,,-34,
2020-05-15,US_IL_17043,0.2,,,-42,-8,46,-63,-53,22
2020-05-15,US_IL_17045,,,,,,,,-34,
2020-05-15,US_IL_17047,,,,,,,,-30,
2020-05-15,US_IL_17049,31.6,,,-28,10,,-12,-31,
2020-05-15,US_IL_17051,-0.24,,,-19,,,,-21,
2020-05-15,US_IL_17053,,,,,,,,-32,
2020-05-15,US_IL_17055,78.12,,,-18,45,,-14,-29,12
2020-05-15,US_IL_17057,48.35,,,-16,-6,,,-30,11
2020-05-15,US_IL_17061,,,,,,,,-21,
2020-05-15,US_IL_17063,37.24,,,-13,-7,,-10,-38,14
2020-05-15,US_IL_17065,,,,,,,,-29,
2020-05-15,US_IL_17067,,,,,,,,-25,
2020-05-15,US_IL_17071,,,,,,,,-19,
2020-05-15,US_IL_17073,48.34,,,-26,5,,-33,-36,12
2020-05-15,US_IL_17075,35.81,,,,,,-12,-28,
2020-05-15,US_IL_17077,14.82,,,-36,-13,-3,,-45,16
2020-05-15,US_IL_17079,,,,,,,,-21,
2020-05-15,US_IL_17081,44.44,,,-21,-14,,-2,-35,13
2020-05-15,US_IL_17083,8.31,,,-21,,,,-17,
2020-05-15,US_IL_17085,119.08,,,,,,,-36,
2020-05-15,US_IL_17087,,,,,,,,-28,
2020-05-15,US_IL_17089,29.5,,,-35,-4,116,-30,-45,18
2020-05-15,US_IL_17091,45.48,,,-25,-2,,-3,-34,13
2020-05-15,US_IL_17093,51.88,,,-19,-6,,,-49,20
2020-05-15,US_IL_17095,66.15,,,-25,7,,-10,-32,12
2020-05-15,US_IL_17097,14.65,,,-35,-3,108,-33,-50,19
2020-05-15,US_IL_17099,50.54,,,-26,14,,5,-33,13
2020-05-15,US_IL_17101,,,,,,,,-24,
2020-05-15,US_IL_17103,53.97,,,-20,15,,,-32,
2020-05-15,US_IL_17105,41.1,,,-25,11,,,-29,11
2020-05-15,US_IL_17107,31.88,,,-24,-3,,,-36,
2020-05-15,US_IL_17109,-3.13,,,-34,-11,,,-30,
2020-05-15,US_IL_17111,51.39,,,-27,3,136,-51,-44,17
2020-05-15,US_IL_17113,20.14,,,-37,-6,38,-16,-51,19
2020-05-15,US_IL_17115,48.83,,,-22,3,,-16,-36,13
2020-05-15,US_IL_17117,38.84,,,-34,4,,,-29,12
2020-05-15,US_IL_17119,26.07,,,-27,-6,68,-7,-39,16
2020-05-15,US_IL_17121,24.05,,,-24,1,,,-32,12
2020-05-15,US_IL_17123,,,,,,,,-25,
2020-05-15,US_IL_17125,,,,,,,,-35,
2020-05-15,US_IL_17127,73.72,,,,0,,,-37,
2020-05-15,US_IL_17129,,,,,,,,-32,
2020-05-15,US_IL_17131,,,,,,,,-33,
2020-05-15,US_IL_17133,20.51,,,-31,-10,,,-47,
2020-05-15,US_IL_17135,36.27,,,-27,1,,,-32,
2020-05-15,US_IL_17137,38.6,,,-25,4,,0,-29,
2020-05-15,US_IL_17139,,,,,,,,-28,
2020-05-15,US_IL_17141,49.28,,,-34,8,,,-35,11
2020-05-15,US_IL_17143,42.53,,,-32,-2,59,-21,-40,16
2020-05-15,US_IL_17145,44.05,,,-29,,,,-39,
2020-05-15,US_IL_17147,23.71,,,,,,,-35,
2020-05-15,US_IL_17149,26.15,,,,,,,-21,
2020-05-15,US_IL_17153,,,,,,,,-37,
2020-05-15,US_IL_17155,,,,,,,,-36,
2020-05-15,US_IL_17157,32.21,,,-20,,,,-33,
2020-05-15,US_IL_17159,,,,,,,,-23,
2020-05-15,US_IL_17161,35.77,,,-36,11,-9,-23,-38,13
2020-05-15,US_IL_17163,24.04,,,-28,-4,66,-13,-41,17
2020-05-15,US_IL_17165,62.17,,,-15,16,,,-30,
2020-05-15,US_IL_17167,33.2,,,-31,2,64,-24,-45,17
2020-05-15,US_IL_17169,,,,,,,,-32,
